ruc_norm,razon_social,ciiu_norm,actividad,segmento,foco_alto_valor,provincia,cant_empleados,activo_total,patrimonio,pasivo_total,ventas_netas,utilidad_operativa,utilidad_neta,anio
141955,FLORICOLA ATTAROSES CIA. LTDA.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,FALSE,PICHINCHA,68,1706268.76,137538.8,1568729.96,3477148.8,28130.38,21485.94,2024
104075,CAFE GARDELLA S.A.,G4630,"G4630.14 - VENTA AL POR MAYOR DE CAFÉ, CACAO, TE Y ESPECIAS.",comercio_mayorista,FALSE,GUAYAS,16,1701672,1345756,355916,3192236,0,124125,2024
109151,LADENCORP S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,GUAYAS,23,1699675.99,4421.11,1695254.88,1218134.21,0,3222.41,2024
18010,ICAPEB S.A.S.,C1073,"C1073.21 - ELABORACIÓN DE PRODUCTOS DE CONFITERÍA: CARAMELOS, TURRÓN, GRAGEAS Y PASTILLAS DE CONFITERÍA, GOMA DE MASCAR (CHICLES), CONFITES BLANDOS, CONFITERÍA A BASE DE CHOCOLATE Y CHOCOLATE BLANCO, ETCÉTERA.",procesamiento,FALSE,PICHINCHA,1,1699353.06,1667697.97,31655.090000000084,1974063.76,-679687.12,-756571.63,2024
313302,BLUEPACIF S.A.,G4630,"G4630.33 - VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.",comercio_mayorista,FALSE,MANABI,7,1696034.63,344525.35,1351509.2799999998,13710821.05,114986.72,110845.44,2024
133667,AGRICOLA DON PORTI S.A. DONPORTISA,A0127,A0127.02 - CULTIVO DE CACAO.,cultivo_fruticola,FALSE,GUAYAS,14,1695521.82,150428.44,1545093.3800000001,1477166.83,119620.04,98604.08,2024
205050,DISTRIBUIDORA DE PRODUCTOS ALIMENTICIOS DISCARNICOS S.A.,G4630,G4630.31 - VENTA AL POR MAYOR DE CARNE Y PRODUCTOS CÁRNICOS (INCLUIDAS LAS AVES DE CORRAL).,comercio_mayorista,FALSE,MANABI,76,1688434.26,736994.34,951439.92,14835492.84,210133.4,143150.28,2024
181193,CORPFRIEC S.A.,G4630,G4630.31 - VENTA AL POR MAYOR DE CARNE Y PRODUCTOS CÁRNICOS (INCLUIDAS LAS AVES DE CORRAL).,comercio_mayorista,FALSE,PICHINCHA,4,1688009.13,1301267.77,386741.35999999987,997644,4291.33,3262.26,2024
744458,LOFISH S.A.,G4630,"G4630.33 - VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.",comercio_mayorista,FALSE,SANTA ELENA,11,1686144.49,364353.37,1321791.12,6618180.94,158671.66,111387.5,2024
87191,COMESTIBLES ALDORECUADOR CIA. LTDA.,G4630,"G4630.92 - VENTA AL POR MAYOR DE AZÚCAR, CHOCOLATE Y PRODUCTOS DE CONFITERÍA.",comercio_mayorista,FALSE,PICHINCHA,25,1680415.73,-18296.97,1698712.7,5196803.1,17079.96,-14506.98,2024
103833,GRANPIR S.A.,G4630,G4630.31 - VENTA AL POR MAYOR DE CARNE Y PRODUCTOS CÁRNICOS (INCLUIDAS LAS AVES DE CORRAL).,comercio_mayorista,FALSE,GUAYAS,3,1678567.62,348279.76,1330287.86,10914085.66,73994.37,45295.78,2024
134693,AGRICOLA MAYRA ROSARIO AMARO CIA. LTDA.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,GUAYAS,5,1677611.28,5975,1671636.28,74063.1,2307.71,1567,2024
744949,MEGABANEX S.A.S.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,FALSE,EL ORO,16,1677507.29,166488.27,1511019.02,2232899.01,0,0,2024
178358,INDUSTRIAS PERLA FOODS INPERFOODS CIA LTDA,G4630,"G4630.92 - VENTA AL POR MAYOR DE AZÚCAR, CHOCOLATE Y PRODUCTOS DE CONFITERÍA.",comercio_mayorista,FALSE,PICHINCHA,27,1674245.75,907219.67,767026.08,1380279,-82242.06,-65838.59,2024
58656,CULTIMANGO S.A.,A0122,A0122.02 - CULTIVO DE MANGOS.,cultivo_fruticola,FALSE,GUAYAS,7,1670325.74,20229.27,1650096.47,501525.8,8516.86,2895.5,2024
742851,EMEXFRUITS S.A.,C1030,"C1030.14 - FABRICACIÓN DE PRODUCTOS ALIMENTICIOS A PARTIR DE (UN SOLO COMPONENTE) FRUTAS, LEGUMBRES Y HORTALIZAS; INCLUSO SNACKS DE PLÁTANO (CHIFLES), YUCA, FRUTAS, ETCÉTERA, EXCEPTO PAPA.",procesamiento,FALSE,MANABI,14,1668532.12,1383917.27,284614.8500000001,437834.99,-3733.2,-8981.57,2024
703181,EXPORTADORA DE FRUTAS EXPORTVAL S.A.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,FALSE,GUAYAS,14,1657859.39,94130.06,1563729.3299999998,19861246.47,206296.82,44258.57,2024
751384,COMERCIALIZADORA LATINA COMLATAM S.A.,G4630,"G4630.95 - VENTA AL POR MAYOR DE BEBIDAS ALCOHÓLICAS, INCLUSO EL ENVASADO DE VINO A GRANEL SIN TRANSFORMACIÓN.",comercio_mayorista,FALSE,GUAYAS,3,1656033.19,209181.13,1446852.06,2961112.89,181192.88,131968.2,2024
300767,RAFILPORT S.A.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,FALSE,EL ORO,4,1641854.07,1283107.46,358746.6100000001,14888.14,-3555.21,-3555.21,2024
332518,CACAOADVENTURES S.A.S.,A0127,A0127.02 - CULTIVO DE CACAO.,cultivo_fruticola,FALSE,PICHINCHA,3,1641661.33,-358648.58,2000309.9100000001,587528.65,2377.52,-12225.75,2024
137298,IMPORTADORA MANUEL PESANTEZ & HIJOS CIA. LTDA.,G4630,G4630.99 - VENTA AL POR MAYOR DE OTROS PRODUCTOS COMESTIBLES (ENLATADOS Y CONSERVAS).,comercio_mayorista,FALSE,AZUAY,4,1629200.13,360671.83,1268528.2999999998,2753749.3,5545.66,3743.32,2024
714941,COMERCIALIZADORA JUANA-GARDEN CIA.LTDA.,G4620,G4620.12 - VENTA AL POR MAYOR DE FRUTOS Y SEMILLAS OLEAGINOSAS.,comercio_mayorista,FALSE,PICHINCHA,4,1624628.57,596014.05,1028614.52,3641504.17,194222.12,148341.67,2024
68709,BANAETELVIRA S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,LOS RIOS,57,1622265.8,608227.79,1014038.01,1834747.99,166999.22,162923.29,2024
25725,AGRO INDUSTRIAL FRUTA DE LA PASION C LTDA,C1030,"C1030.15 - ELABORACIÓN DE JUGOS (ZUMOS), NÉCTARES, CONCENTRADOS DE FRUTA FRESCA Y HORTALIZAS.",procesamiento,FALSE,GUAYAS,12,1622073.84,366629.79,1255444.05,392672.21,-666573.55,-666573.55,2024
97176,EXPORTACION DE PRODUCTOS BIOLOGICOS EXPROBIOLOGICO S.A.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,FALSE,EL ORO,16,1621246.57,71736.61,1549509.96,20042050.14,20250.4,20250.4,2024
39054,INVERSIONES SAN MARTIN-CUENCA INSANC C.LTDA.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,EL ORO,8,1619783.68,511509.13,1108274.5499999998,4227026.01,0,190772.32,2024
59135,COMPANIA FRUTICOLA ECUATORIANA FRUTAGUA S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,GUAYAS,13,1613732.58,829480.03,784252.55,121610.66,17756.65,17756.65,2024
709680,COMPAÑÍA AGRICOLA LUZBENIGNA C.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,EL ORO,124,1613010.96,463233.14,1149777.8199999998,1909675.91,0,57668.44,2024
72384,AGRICOLA BIOAGRO S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,GUAYAS,4,1611807.97,526617.44,1085190.53,1780092.61,113379.14,95520.8,2024
156480,PROYECTO HIGHLAND BLOSSOMS S.A.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,FALSE,PICHINCHA,45,1600140.73,131938.29,1468202.44,747891.99,-520373.77,-519247.16,2024
167799,CECAO S.A. COMPAÑIA EXPORTADORA DE CACAO DE AROMA Y ORGANICO,G4630,"G4630.14 - VENTA AL POR MAYOR DE CAFÉ, CACAO, TE Y ESPECIAS.",comercio_mayorista,FALSE,GUAYAS,15,1598536.35,203975.16,1394561.1900000002,9371625.71,-60701.35,-60701.35,2024
319225,EXPORTADORA DE CACAO MONAR MONARCAEXP CIA.LTDA.,G4630,"G4630.14 - VENTA AL POR MAYOR DE CAFÉ, CACAO, TE Y ESPECIAS.",comercio_mayorista,FALSE,SANTO DOMINGO DE LOS TSACHILAS,6,1596834.86,177234.19,1419600.6700000002,20912669.5,112200.36,56100.18,2024
723535,PECES Y CRUSTACEOS DEL PACIFICO PEZCRUP S.A.,G4630,"G4630.33 - VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.",comercio_mayorista,FALSE,MANABI,13,1593269.63,57190.52,1536079.1099999999,1768065.03,12164.05,6910.5,2024
132810,EXPOVILLA S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,GUAYAS,137,1588851.83,646775.54,942076.29,3134524.05,440389.7,337148.67,2024
339808,DISPROLOP S.A.S.,G4630,G4630.31 - VENTA AL POR MAYOR DE CARNE Y PRODUCTOS CÁRNICOS (INCLUIDAS LAS AVES DE CORRAL).,comercio_mayorista,FALSE,EL ORO,41,1581955.17,126928.1,1455027.0699999998,6722595.27,28930.59,21697.94,2024
716932,DISPROWORLD CIA.LTDA.,C1073,"C1073.21 - ELABORACIÓN DE PRODUCTOS DE CONFITERÍA: CARAMELOS, TURRÓN, GRAGEAS Y PASTILLAS DE CONFITERÍA, GOMA DE MASCAR (CHICLES), CONFITES BLANDOS, CONFITERÍA A BASE DE CHOCOLATE Y CHOCOLATE BLANCO, ETCÉTERA.",procesamiento,FALSE,PICHINCHA,8,1577126.85,242540.44,1334586.4100000001,5773060,13553.03,5112.78,2024
121418,MEGAIMPULSO S.A.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,FALSE,EL ORO,4,1576122.4,1346445.16,229677.24,882747.15,24926.25,24926.25,2024
730042,ECUADOR FRUIT COMPANY EFC. S.A.S.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,FALSE,GUAYAS,50,1558150.19,621520.96,936629.23,2054429.68,109634.44,109634.44,2024
124414,DISPROYSER S.A.,G4630,G4630.99 - VENTA AL POR MAYOR DE OTROS PRODUCTOS COMESTIBLES (ENLATADOS Y CONSERVAS).,comercio_mayorista,FALSE,GUAYAS,73,1555439.16,337282.18,1218156.98,15556647.71,105766.39,76584.01,2024
368235,TROPIFARMS S.A.S.,A0122,"A0122.09 - OTROS CULTIVOS DE FRUTAS TROPICALES Y SUBTROPICALES: PAPAYAS, BABACOS, CHAMBUROS, AGUACATES, HIGOS, ARAZÁ, GUAYABAS, GUANÁBANA, GUABA, CHIRIMOYA, NARANJILLAS, ZAPOTES, BOROJÓ, TAMARINDO, GRANADILLAS, DÁTILES, ETCÉTERA.",cultivo_fruticola,TRUE,PICHINCHA,4,1555031.22,-57672.86,1612704.08,35228.17,0,-57672.86,2024
312899,DISTRIBUIDORA DE PRODUCTOS DE FIESTA DISPROFICA C.A.,G4630,"G4630.95 - VENTA AL POR MAYOR DE BEBIDAS ALCOHÓLICAS, INCLUSO EL ENVASADO DE VINO A GRANEL SIN TRANSFORMACIÓN.",comercio_mayorista,FALSE,MANABI,10,1539452.29,512403.7,1027048.5900000001,1440166.36,33522.07,24170.5,2024
38773,AGROJASAR S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,EL ORO,39,1534687.09,459194.03,1075493.06,2350458.54,39862.05,12373.08,2024
710821,PREMIUM-SOLUCIONES S.A.,G4630,"G4630.94 - VENTA AL POR MAYOR DE BEBIDAS NO ALCOHÓLICAS (JUGOS, GASEOSAS, AGUA MINERAL, ETCÉTERA).",comercio_mayorista,FALSE,GUAYAS,4,1533854.22,188342.83,1345511.39,1969265.52,0,45491.58,2024
158333,INDUSTRIAS BORJA VELA ASOCIADOS CIA. LTDA.,C1073,"C1073.21 - ELABORACIÓN DE PRODUCTOS DE CONFITERÍA: CARAMELOS, TURRÓN, GRAGEAS Y PASTILLAS DE CONFITERÍA, GOMA DE MASCAR (CHICLES), CONFITES BLANDOS, CONFITERÍA A BASE DE CHOCOLATE Y CHOCOLATE BLANCO, ETCÉTERA.",procesamiento,FALSE,PICHINCHA,32,1532329.22,1165888.59,366440.6299999999,2943951.57,465096.42,344699.29,2024
309478,HILLDALE BUSINESS INC S.A.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,FALSE,GUAYAS,4,1529514.75,384275.29,1145239.46,12240586.88,385209.87,385209.87,2024
96980,ROBLESTRANS CIA. LTDA.,G4630,G4630.91 - VENTA AL POR MAYOR DE ARROZ.,comercio_mayorista,FALSE,TUNGURAHUA,2,1528281.32,638932.41,889348.91,3516683.91,0,2351.19,2024
170314,CIFRUCORP S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,GUAYAS,66,1522248.61,1106605.73,415642.8800000001,1813375.5,144223.82,124664.22,2024
104408,IMPORTADORA - EXPORTADORA SUN INTERNACIONAL S.A. IMEXSUN,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,LOS RIOS,4,1521502.31,152631.81,1368870.5,124099.09,9176,8135.01,2024
102104,JENLUCI S.A.,G4630,"G4630.33 - VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.",comercio_mayorista,FALSE,GUAYAS,3,1520178.72,218221.31,1301957.41,420002.71,0,5733.28,2024
182084,ECOALCHIMBORAZO S.A.,G4630,G4630.99 - VENTA AL POR MAYOR DE OTROS PRODUCTOS COMESTIBLES (ENLATADOS Y CONSERVAS).,comercio_mayorista,FALSE,CHIMBORAZO,46,1516519.13,397555.64,1118963.4899999998,8573125.98,0,76385.31,2024
169140,AGROEXPORTADORA Y COMERCIALIZADORA JUNIPERTREE CIA. LTDA.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,FALSE,SANTO DOMINGO DE LOS TSACHILAS,27,1515113.67,951369.1,563744.57,10447080.38,415265.27,302034.11,2024
89175,ANTURIO S CIA. LTDA.,G4630,G4630.99 - VENTA AL POR MAYOR DE OTROS PRODUCTOS COMESTIBLES (ENLATADOS Y CONSERVAS).,comercio_mayorista,FALSE,PICHINCHA,28,1514904.03,756158.68,758745.35,3359483.84,417947.01,312288.54,2024
705306,FL PROCESADOS DEL ECUADOR S.A.,A0122,"A0122.09 - OTROS CULTIVOS DE FRUTAS TROPICALES Y SUBTROPICALES: PAPAYAS, BABACOS, CHAMBUROS, AGUACATES, HIGOS, ARAZÁ, GUAYABAS, GUANÁBANA, GUABA, CHIRIMOYA, NARANJILLAS, ZAPOTES, BOROJÓ, TAMARINDO, GRANADILLAS, DÁTILES, ETCÉTERA.",cultivo_fruticola,TRUE,PICHINCHA,38,1512270.32,229914.47,1282355.85,1387287.95,0,69492.76,2024
309592,AGRICOLA SERBANANAS S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,GUAYAS,4,1506204.97,9583.86,1496621.1099999999,1625219.49,2138.43,2138.43,2024
134662,AGRICOLA JORGE ENRIQUE LOPEZ CIA. LTDA.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,GUAYAS,7,1505548.73,29367.8,1476180.93,252980.55,9816.71,7286.9,2024
167996,PROVISION DE ALIMENTOS S.A. PROVISALI,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,FALSE,GUAYAS,2,1503299.77,754513.96,748785.81,3497319.5,327821.16,217963.18,2024
100318,COMPAÑIA COMERCIAL AGRICOLA WALTER LANDETA LTDA.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,GUAYAS,87,1502820.72,1272466.81,230353.90999999992,1944882.15,129449.91,107494.7,2024
739972,PURATOS ECUADOR S.A.S.,G4630,G4630.93 - VENTA AL POR MAYOR DE PRODUCTOS DE PANADERÍA Y REPOSTERÍA.,comercio_mayorista,FALSE,PICHINCHA,18,1499217.34,531662.6,967554.7400000001,4129350.94,0,243480.25,2024
135093,AGRISANENRIQUE CIA. LTDA.,A0122,A0122.03 - CULTIVO DE MARACUYÁ.,cultivo_fruticola,FALSE,GUAYAS,11,1498764.43,240286.98,1258477.45,368401.61,18048.05,14192.97,2024
178409,INDUFELTA S. A.,C1073,"C1073.21 - ELABORACIÓN DE PRODUCTOS DE CONFITERÍA: CARAMELOS, TURRÓN, GRAGEAS Y PASTILLAS DE CONFITERÍA, GOMA DE MASCAR (CHICLES), CONFITES BLANDOS, CONFITERÍA A BASE DE CHOCOLATE Y CHOCOLATE BLANCO, ETCÉTERA.",procesamiento,FALSE,GUAYAS,13,1498170.11,669616.48,828553.6300000001,2678073.28,0,163703.88,2024
64479,DUMBELS S.A.,G4630,"G4630.33 - VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.",comercio_mayorista,FALSE,MANABI,5,1495720.58,1200554.22,295166.3600000001,2710296.22,49735.12,37301.32,2024
336088,LAS QUINTAS S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,EL ORO,18,1494914.08,12731.05,1482183.03,466551,9966.14,5119.56,2024
166493,AGROMADIVISA CIA. LTDA.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,FALSE,TUNGURAHUA,25,1489836.37,260816.42,1229019.9500000002,3469780.87,0,26025.6,2024
125055,COMERCIAL PESQUERA CRISTIANSEN S.A.,G4630,"G4630.33 - VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.",comercio_mayorista,FALSE,GUAYAS,92,1488587.68,300697.42,1187890.26,17347677.44,86030.76,60560.41,2024
180326,MELUA CIA. LTDA.,G4630,G4630.13 - VENTA AL POR MAYOR DE PAPA Y TUBÉRCULOS.,comercio_mayorista,FALSE,IMBABURA,19,1484268.07,448586.28,1035681.79,1644986.76,165310.19,132080.21,2024
724402,KAIZEN'ROSES CIA.LTDA.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,FALSE,PICHINCHA,83,1480218.36,304067.34,1176151.02,2160432.04,181969.54,146434.52,2024
98486,AGRISLA S.A.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,FALSE,LOS RIOS,6,1476593.83,892882.9,583710.93,1523202.32,28576.8,13042.91,2024
172774,DINORDER S.A.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,FALSE,GUAYAS,33,1468162.25,32939.35,1435222.9,1372757.2,9427.29,4456.83,2024
332904,QUALITY WINE & SPIRITS S.A.S.,G4630,"G4630.95 - VENTA AL POR MAYOR DE BEBIDAS ALCOHÓLICAS, INCLUSO EL ENVASADO DE VINO A GRANEL SIN TRANSFORMACIÓN.",comercio_mayorista,FALSE,PICHINCHA,4,1464085.12,41012.07,1423073.05,1236591.41,-97364.24,-117181.26,2024
92601,SEMIDOR CIA.LTDA.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,FALSE,PICHINCHA,9,1461509.35,-198384.16,1659893.51,754994.64,-85221.6,-85221.6,2024
97340,CULTICAMARON S.A.,G4630,"G4630.33 - VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.",comercio_mayorista,FALSE,EL ORO,15,1460103.45,89671.29,1370432.16,918531.67,10014.85,10014.85,2024
36965,EXPORTADORA AGROCHONGQUI CIA. LTDA.,A0126,A0126.01 - CULTIVO DE PALMAS DE ACEITE (PALMA AFRICANA).,cultivo_fruticola,FALSE,LOS RIOS,22,1457962.12,119908.8,1338053.32,2348101.19,80949.12,63140.31,2024
181047,CHOCOCYRIL CIA. LTDA.,C1073,C1073.12 - ELABORACIÓN DE CHOCOLATE Y PRODUCTOS DE CHOCOLATE.,procesamiento,FALSE,PICHINCHA,97,1457240.25,228151.55,1229088.7,2886977.1,-253664.17,-253664.17,2024
142962,GARLANDSECUADOR S.A.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,FALSE,PICHINCHA,4,1455711.04,1219803.12,235907.91999999993,1409082.87,0,-1115745.91,2024
306625,BANANA REAL REALBANANA COMERCIALIZADORA EXPORTADORA DE BANANA SOCIEDAD ANÓNIMA,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,GUAYAS,8,1448576.14,327441.87,1121134.27,12636716.23,117613.18,53826.12,2024
721406,AGROINDUSTRIA GAIBOR AGROGAIBOR CIA.LTDA.,G4620,G4620.11 - VENTA AL POR MAYOR DE CEREALES (GRANOS) Y SEMILLAS.,comercio_mayorista,FALSE,MANABI,4,1448573.63,602278.5,846295.1299999999,6244465.33,180839.03,131587.01,2024
303730,AGRICOLA ROMERO ALCIVAR ROMALCI S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,GUAYAS,1,1446434.59,745.56,1445689.03,5,-54.44,-54.44,2024
53452,ECUATORIANA DE G0LOSINAS - ECUAGOLOSINAS CIA. LTDA.,C1073,"C1073.21 - ELABORACIÓN DE PRODUCTOS DE CONFITERÍA: CARAMELOS, TURRÓN, GRAGEAS Y PASTILLAS DE CONFITERÍA, GOMA DE MASCAR (CHICLES), CONFITES BLANDOS, CONFITERÍA A BASE DE CHOCOLATE Y CHOCOLATE BLANCO, ETCÉTERA.",procesamiento,FALSE,PICHINCHA,28,1441901.63,389615.68,1052285.95,1971282.24,25184.39,15617.58,2024
749500,BENANMAR S.A.S.,G4630,G4630.91 - VENTA AL POR MAYOR DE ARROZ.,comercio_mayorista,FALSE,GUAYAS,8,1436743.36,135903.99,1300839.37,4463050.85,61992.4,46494.3,2024
306934,KANDYBAO S.A.,G4630,"G4630.92 - VENTA AL POR MAYOR DE AZÚCAR, CHOCOLATE Y PRODUCTOS DE CONFITERÍA.",comercio_mayorista,FALSE,GUAYAS,16,1433562.23,795783.92,637778.3099999999,1814062.48,55713.22,57573.15,2024
179727,BANATRADE CIA. LTDA.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,FALSE,EL ORO,14,1429371.29,134338.33,1295032.96,9077713.24,91757.8,10844.51,2024
157834,HEALTHY FOOD MARCALMAN ECUADOR S.A.S.,C1030,"C1030.12 - CONSERVACIÓN DE FRUTAS, PULPA DE FRUTAS, LEGUMBRES Y HORTALIZAS MEDIANTE EL CONGELADO, SECADO, DESHIDRATADO, INMERSIÓN EN ACEITE O VINAGRE, ENLATADO, ETCÉTERA.",procesamiento,FALSE,PICHINCHA,39,1428740.44,211704.56,1217035.88,3032617.41,56742.09,29094.43,2024
351423,TESSA FARMS S.A.S.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,FALSE,PICHINCHA,9,1421263.22,34002.52,1387260.7,7028619.66,33377.66,24768.5,2024
317915,SIDELSUR S.A.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,FALSE,GUAYAS,4,1418918.66,-101147.03,1520065.69,4687512.44,55827.03,24746.66,2024
302097,EXPORTADORA DE BANANO PALACIOS RAMIREZ EXBAPRAM C.LTDA.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,EL ORO,2,1417740.02,461465.81,956274.21,60288.71,0,35225.37,2024
