ruc_norm,razon_social,ciiu_norm,actividad,segmento,foco_alto_valor,provincia,cant_empleados,activo_total,patrimonio,pasivo_total,ventas_netas,utilidad_operativa,utilidad_neta,anio,ROE_pct,ROA_pct,margen_neto_pct,margen_operativo_pct,activo_corriente,pasivo_corriente,razon_corriente,prueba_acida,endeudamiento_pct,rotacion_activos
336088,LAS QUINTAS S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,False,EL ORO,18,1494914.08,12731.05,1482183.03,466551.0,9966.14,5119.56,2024,40.213179588486426,0.3424651669613012,1.097320550164934,2.136130883869073,822202.7440000001,666982.3635,1.2327203671255695,0.7396322202753417,99.14837580498272,0.31209218392002835
166493,AGROMADIVISA CIA. LTDA.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,False,TUNGURAHUA,25,1489836.37,260816.42,1229019.9500000002,3469780.87,0.0,26025.6,2024,9.978512855900712,1.7468764036147135,0.7500646575413276,0.0,819410.0035000001,553058.9775000002,1.481596062691162,0.888957637614697,82.49361975234906,2.3289677577142247
125055,COMERCIAL PESQUERA CRISTIANSEN S.A.,G4630,"G4630.33 - VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.",comercio_mayorista,False,GUAYAS,92,1488587.68,300697.42,1187890.26,17347677.44,86030.76,60560.41,2024,20.139983242955662,4.068313261869802,0.34909808652748386,0.4959209110127424,818723.224,534550.617,1.5316102871507864,0.918966172290472,79.7998180396065,11.65378275870186
180326,MELUA CIA. LTDA.,G4630,G4630.13 - VENTA AL POR MAYOR DE PAPA Y TUBÉRCULOS.,comercio_mayorista,False,IMBABURA,19,1484268.07,448586.28,1035681.79,1644986.76,165310.19,132080.21,2024,29.443657973667847,8.898676234408248,8.029256721798781,10.049332555114304,816347.4385,466056.8055,1.7516050165262527,1.0509630099157514,69.77727345438348,1.1082814440655588
724402,KAIZEN'ROSES CIA.LTDA.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,False,PICHINCHA,83,1480218.36,304067.34,1176151.02,2160432.04,181969.54,146434.52,2024,48.1585822403682,9.892764740467074,6.778020196367759,8.422831018558677,814120.0980000001,529267.959,1.5382002332772993,0.9229201399663796,79.45794024605937,1.4595360376424462
98486,AGRISLA S.A.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,False,LOS RIOS,6,1476593.83,892882.9,583710.93,1523202.32,28576.8,13042.91,2024,1.4607637798864779,0.8833106122351873,0.8562821779315567,1.8761000836710908,812126.6065000001,262669.9185,3.091814285920982,1.855088571552589,39.53090674908211,1.031564868451333
172774,DINORDER S.A.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,False,GUAYAS,33,1468162.25,32939.35,1435222.9,1372757.2,9427.29,4456.83,2024,13.530412713062038,0.30356522244050343,0.32466265702339786,0.68674125329665,807489.2375,645850.3049999999,1.2502730605662564,0.7501638363397537,97.75642303839373,0.9350173660983314
332904,QUALITY WINE & SPIRITS S.A.S.,G4630,"G4630.95 - VENTA AL POR MAYOR DE BEBIDAS ALCOHÓLICAS, INCLUSO EL ENVASADO DE VINO A GRANEL SIN TRANSFORMACIÓN.",comercio_mayorista,False,PICHINCHA,4,1464085.12,41012.07,1423073.05,1236591.41,-97364.24,-117181.26,2024,-285.72383690947566,-8.003719073382836,-9.476150250793026,-7.873598280939054,805246.8160000001,640382.8725,1.2574458977273788,0.7544675386364272,97.19879196641244,0.8446171558659102
92601,SEMIDOR CIA.LTDA.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,False,PICHINCHA,9,1461509.35,-198384.16,1659893.51,754994.64,-85221.6,-85221.6,2024,,-5.831067724609493,-11.287709274333393,-11.287709274333393,803830.1425000001,746952.0795,1.0761468701420225,0.6456881220852134,113.57392342375366,0.5165855695688844
97340,CULTICAMARON S.A.,G4630,"G4630.33 - VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.",comercio_mayorista,False,EL ORO,15,1460103.45,89671.29,1370432.16,918531.67,10014.85,10014.85,2024,11.16840183742199,0.6859000298917176,1.0903108000620163,1.0903108000620163,803056.8975000001,616694.472,1.3021957127256365,0.7813174276353819,93.85856598037626,0.6290867061508553
36965,EXPORTADORA AGROCHONGQUI CIA. LTDA.,A0126,A0126.01 - CULTIVO DE PALMAS DE ACEITE (PALMA AFRICANA).,cultivo_fruticola,False,LOS RIOS,22,1457962.12,119908.8,1338053.32,2348101.19,80949.12,63140.31,2024,52.65694427765101,4.330723626756503,2.6889944210624073,3.4474289415099695,801879.1660000001,602123.9940000001,1.3317508918271077,0.7990505350962646,91.7755887923892,1.610536486366326
181047,CHOCOCYRIL CIA. LTDA.,C1073,C1073.12 - ELABORACIÓN DE CHOCOLATE Y PRODUCTOS DE CHOCOLATE.,procesamiento,False,PICHINCHA,97,1457240.25,228151.55,1229088.7,2886977.1,-253664.17,-253664.17,2024,-111.1823128091832,-17.407161928172105,-8.786497475161822,-8.786497475161822,801482.1375000001,553089.915,1.449099171334556,0.8694595028007336,84.34358713328155,1.9811263791265716
142962,GARLANDSECUADOR S.A.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,False,PICHINCHA,4,1455711.04,1219803.12,235907.91999999995,1409082.87,0.0,-1115745.91,2024,-91.46934383968454,-76.64611171733642,-79.18241955492653,0.0,800641.072,106158.56399999998,7.5419357782571375,4.525161466954282,16.205683237794222,0.9679688010060019
306625,BANANA REAL REALBANANA COMERCIALIZADORA EXPORTADORA DE BANANA SOCIEDAD ANÓNIMA,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,False,GUAYAS,8,1448576.14,327441.87,1121134.27,12636716.23,117613.18,53826.12,2024,16.438374237234843,3.7157950150966874,0.4259502153907273,0.9307258140432262,796716.877,504510.4215,1.5791881456704457,0.9475128874022674,77.39560517681868,8.723542988910477
721406,AGROINDUSTRIA GAIBOR AGROGAIBOR CIA.LTDA.,G4620,G4620.11 - VENTA AL POR MAYOR DE CEREALES (GRANOS) Y SEMILLAS.,comercio_mayorista,False,MANABI,4,1448573.63,602278.5,846295.1299999999,6244465.33,180839.03,131587.01,2024,21.84819979461329,9.083902072689257,2.1072582366311257,2.8959890149634315,796715.4965,380832.8085,2.0920348213643996,1.2552208928186397,58.422651943484574,4.310768331465485
303730,AGRICOLA ROMERO ALCIVAR ROMALCI S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,False,GUAYAS,1,1446434.59,745.56,1445689.03,5.0,-54.44,-54.44,2024,-7.301893878426954,-0.003763737425554791,-1088.8,-1088.8,795539.0245,650560.0635,1.2228525375812591,0.7337115225487554,99.94845532558786,3.456775739855613e-06
53452,ECUATORIANA DE G0LOSINAS - ECUAGOLOSINAS CIA. LTDA.,C1073,"C1073.21 - ELABORACIÓN DE PRODUCTOS DE CONFITERÍA: CARAMELOS, TURRÓN, GRAGEAS Y PASTILLAS DE CONFITERÍA, GOMA DE MASCAR (CHICLES), CONFITES BLANDOS, CONFITERÍA A BASE DE CHOCOLATE Y CHOCOLATE BLANCO, ETCÉTERA.",procesamiento,False,PICHINCHA,28,1441901.63,389615.68,1052285.95,1971282.24,25184.39,15617.58,2024,4.0084577704880875,1.083123818925151,0.7922548929370965,1.2775638865391492,793045.8965,473528.6775,1.6747579062938591,1.0048547437763153,72.97903879892277,1.3671405864212804
749500,BENANMAR S.A.S.,G4630,G4630.91 - VENTA AL POR MAYOR DE ARROZ.,comercio_mayorista,False,GUAYAS,8,1436743.36,135903.99,1300839.37,4463050.85,61992.4,46494.3,2024,34.211136847417066,3.236089429360579,1.0417604809499315,1.3890139745999086,790208.8480000001,585377.7165000001,1.349912758423219,0.8099476550539313,90.54083047928616,3.106366087538417
306934,KANDYBAO S.A.,G4630,"G4630.92 - VENTA AL POR MAYOR DE AZÚCAR, CHOCOLATE Y PRODUCTOS DE CONFITERÍA.",comercio_mayorista,False,GUAYAS,16,1433562.23,795783.92,637778.3099999999,1814062.48,55713.22,57573.15,2024,7.234771720443911,4.0160900444482275,3.173713730080565,3.0711852879510526,788459.2265000001,287000.23949999997,2.7472423990782078,1.6483454394469246,44.4890564673987,1.2654229038944476
179727,BANATRADE CIA. LTDA.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,False,EL ORO,14,1429371.29,134338.33,1295032.96,9077713.24,91757.8,10844.51,2024,8.072535961999826,0.7586909066852743,0.11946301577598632,1.0108030246613078,786154.2095000001,582764.832,1.349007637955751,0.8094045827734506,90.60157910405489,6.350843411721247
157834,HEALTHY FOOD MARCALMAN ECUADOR S.A.S.,C1030,"C1030.12 - CONSERVACIÓN DE FRUTAS, PULPA DE FRUTAS, LEGUMBRES Y HORTALIZAS MEDIANTE EL CONGELADO, SECADO, DESHIDRATADO, INMERSIÓN EN ACEITE O VINAGRE, ENLATADO, ETCÉTERA.",procesamiento,False,PICHINCHA,39,1428740.44,211704.56,1217035.88,3032617.41,56742.09,29094.43,2024,13.74293968915927,2.0363691812349067,0.9593834653874126,1.8710599567520123,785807.2420000001,547666.146,1.4348289514320283,0.860897370859217,85.18243383661766,2.122581068678927
351423,TESSA FARMS S.A.S.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,False,PICHINCHA,9,1421263.22,34002.52,1387260.7,7028619.66,33377.66,24768.5,2024,72.84313045033134,1.7427102630573947,0.35239493952074225,0.4748821477701072,781694.7710000001,624267.315,1.2521795586879318,0.7513077352127592,97.60758461054102,4.945332828636768
317915,SIDELSUR S.A.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,False,GUAYAS,4,1418918.66,-101147.03,1520065.69,4687512.44,55827.03,24746.66,2024,,1.7440506420572413,0.5279273456178816,1.1909734793151823,780405.263,684029.5605,1.1408940608203437,0.6845364364922062,107.12845865315492,3.3035807986343633
302097,EXPORTADORA DE BANANO PALACIOS RAMIREZ EXBAPRAM C.LTDA.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,False,EL ORO,2,1417740.02,461465.81,956274.21,60288.71,0.0,35225.37,2024,7.633365080719631,2.4846142101568103,58.4278051396356,0.0,779757.011,430323.3945,1.8120256090329758,1.0872153654197856,67.45060423701659,0.042524517294785825
137618,H&Z DISTRIBUIDORA DE PRODUCTOS DE CONSUMO MASIVO DIPCOMAS CIA.LTDA.,G4630,G4630.99 - VENTA AL POR MAYOR DE OTROS PRODUCTOS COMESTIBLES (ENLATADOS Y CONSERVAS).,comercio_mayorista,False,AZUAY,20,1411995.22,426457.1,985538.12,5727371.42,69656.86,38138.18,2024,8.943028501577299,2.7010133929490214,0.6658932554438733,1.2162099310821368,776597.371,443492.154,1.7510960768879804,1.0506576461327881,69.79755356395611,4.056225785240264
139598,ORTEGA'S COCOAFARM CIA. LTDA.,G4630,"G4630.14 - VENTA AL POR MAYOR DE CAFÉ, CACAO, TE Y ESPECIAS.",comercio_mayorista,False,GUAYAS,13,1404776.51,456232.86,948543.65,28443264.29,558492.18,414706.96,2024,90.89809094417268,29.521205476307404,1.4580146489930184,1.9635305368109706,772627.0805,426844.6425,1.8100896756599212,1.0860538053959528,67.52274424064794,20.247536948065854
361393,DACAVI COCOA S.A.S.,A0127,A0127.02 - CULTIVO DE CACAO.,cultivo_fruticola,False,GUAYAS,4,1404348.13,1379032.13,25316.0,2279803.69,1378032.13,1378032.13,2024,99.92748537338285,96.52756277189731,60.44521008736502,60.44521008736502,772391.4715,11392.2,67.80002734326995,40.68001640596197,1.8026869163844723,1.623389273142693
702457,AGRICOLA FERGAIBORE S.A.,G4620,G4620.12 - VENTA AL POR MAYOR DE FRUTOS Y SEMILLAS OLEAGINOSAS.,comercio_mayorista,False,GUAYAS,3,1403529.0,304846.0,1098683.0,1345413.0,0.0,50172.0,2024,16.458146080315963,3.5747034795861006,3.7291151490285883,0.0,771940.9500000001,494407.35000000003,1.561346023678653,0.9368076142071916,78.28003553898779,0.9585929467791545
724734,YELLOWCORP CIA.LTDA.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,False,GUAYAS,5,1403203.8,-1199600.69,2602804.49,240829.18,0.0,-2032939.29,2024,,-144.8784054034061,-844.1415986218946,0.0,771762.0900000001,1171262.0205,0.6589149793062893,0.3953489875837735,185.49012552560077,0.17162808424549592
149052,HELEANMAR S.A.,G4630,G4630.32 - VENTA AL POR MAYOR DE CAMARÓN Y LANGOSTINOS.,comercio_mayorista,False,EL ORO,12,1402065.2,616865.49,785199.71,1744374.44,3424.48,1686.9,2024,0.2734631823868118,0.12031537477715018,0.09670515465704715,0.1963156488351205,771135.86,353339.8695,2.1824196094576305,1.309451765674578,56.003081026474376,1.2441464491094993
89126,MAJAL S.A.,A0126,A0126.01 - CULTIVO DE PALMAS DE ACEITE (PALMA AFRICANA).,cultivo_fruticola,False,PICHINCHA,16,1401541.0,955163.5,446377.5,298387.53,-61310.29,-61310.29,2024,-6.418826724429902,-4.374491363434962,-20.547202492007624,-20.547202492007624,770847.55,200869.875,3.8375468198006297,2.302528091880378,31.849050438053546,0.21289960835965557
122996,VERZOSI S.A.,G4630,G4630.99 - VENTA AL POR MAYOR DE OTROS PRODUCTOS COMESTIBLES (ENLATADOS Y CONSERVAS).,comercio_mayorista,False,GUAYAS,28,1400694.39,167803.82,1232890.5699999998,3412627.94,0.0,-73680.29,2024,-43.90858920851742,-5.260268801390716,-2.1590484311629936,0.0,770381.9145,554800.7564999999,1.3885740159404416,0.8331444095642649,88.01995487395362,2.436382957170265
103463,BARNIOSA S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,False,GUAYAS,78,1396962.99,955864.59,441098.4,1351876.85,-33009.82,-33009.82,2024,-3.4533991891048084,-2.362970260221425,-2.4417771485620157,-2.4417771485620157,768329.6445,198494.28000000003,3.8707898509720278,2.3224739105832164,31.575525132559168,0.9677256016639354
300780,DAGALETI COMPAÑIA DE RESPONSABILIDAD LIMITADA,G4630,G4630.91 - VENTA AL POR MAYOR DE ARROZ.,comercio_mayorista,False,IMBABURA,4,1395863.47,639156.45,756707.02,8062680.55,115666.97,86750.23,2024,13.57261277735678,6.214807670265918,1.0759477504041755,1.4345969591961572,767724.9085,340518.15900000004,2.2545784658139185,1.352747079488351,54.210675776191785,5.7761240431343905
723288,EXPORTADORA Y COMERCIALIZADORA AGUIRRE MARISCAL EXPOAGMAR S.A.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,False,LOS RIOS,11,1393930.16,94311.93,1299618.23,9235931.44,80047.32,61358.91,2024,65.05954230816823,4.401864007304355,0.6643499943520587,0.8666946102839415,766661.588,584828.2035000001,1.310917605224557,0.7865505631347341,93.23409933249454,6.625820794350271
303208,OPENFOODS COMERCIALIZADORA DE ALIMENTOS S.A.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,False,PICHINCHA,22,1391474.69,749140.02,642334.6699999999,2697752.53,0.0,96381.1,2024,12.865565505364405,6.926543521966614,3.5726442261922378,0.0,765311.0795,289050.6015,2.647671637867185,1.588602982720311,46.162152615222915,1.9387722603851314
739506,CORPORACION OBERMAX S.A.S.,G4630,G4630.32 - VENTA AL POR MAYOR DE CAMARÓN Y LANGOSTINOS.,comercio_mayorista,False,GUAYAS,6,1387937.12,320796.48,1067140.64,4580072.27,109632.18,128979.03,2024,40.20587445348528,9.292858310468704,2.8160915897512684,2.393677949540303,763365.4160000001,480213.28799999994,1.5896382609054338,0.9537829565432602,76.88681458422265,3.299913377920175
128984,CENTERPRODUC S.A.,A0127,A0127.02 - CULTIVO DE CACAO.,cultivo_fruticola,False,GUAYAS,17,1386505.88,614182.18,772323.6999999998,1257018.7,12117.5,9088.12,2024,1.479710791999859,0.6554692721533933,0.7229900398458672,0.9639872501498984,762578.234,347545.6649999999,2.19418140059379,1.3165088403562741,55.70287952907923,0.9066089932485537
314720,INDUSTRIA ARROCERA ALTA GRACIA S.A. INDUALTASA S.A.,G4620,G4620.11 - VENTA AL POR MAYOR DE CEREALES (GRANOS) Y SEMILLAS.,comercio_mayorista,False,GUAYAS,14,1385112.68,328129.77,1056982.91,11686088.11,164382.92,94203.07,2024,28.70908969948079,6.801112383145609,0.806112953396173,1.4066548057200983,761811.974,475642.3095,1.60164888359243,0.9609893301554581,76.31024719230784,8.436922337610829
745657,SWEETBAN S.A.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,False,EL ORO,5,1379584.79,255288.55,1124296.24,3365972.51,0.0,59138.46,2024,23.16533976944912,4.286685416414311,1.7569501778254275,0.0,758771.6345,505933.308,1.4997463549088965,0.8998478129453379,81.49526206359523,2.439844607158941
744890,ANDRADE COMERCIO EXTERIOR ANDRADECOMEX S.A.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,False,GUAYAS,14,1378701.81,15299.07,1363402.74,4674317.01,9808.15,4769.16,2024,31.1728752139836,0.3459167142168327,0.10202902348721958,0.20983065502440107,758285.9955000001,613531.233,1.235937071682869,0.7415622430097214,98.89032785124144,3.390375624443403
363348,AGROEXPORTADORA E IMPORTADORA ULBIPESA S.A.,G4630,"G4630.14 - VENTA AL POR MAYOR DE CAFÉ, CACAO, TE Y ESPECIAS.",comercio_mayorista,False,MANABI,6,1369825.72,25568.35,1344257.37,9653885.89,115631.84,20568.35,2024,80.44457307569711,1.5015304282649913,0.21305772861170622,1.1977750857794736,753404.1460000001,604915.8165000001,1.2454694115276121,0.7472816469165673,98.13345963455848,7.04752856443665
55206,GRUPOLUV S.A,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,False,GUAYAS,4,1365318.79,974511.75,390807.04,687540.82,34443.13,26865.64,2024,2.7568307924455504,1.9677192020480434,3.9074974486605756,5.009612374724166,750925.3345000001,175863.168,4.269940903714415,2.561964542228649,28.62386739729847,0.5035753005347564
162045,NEOPALMA S.A.,A0126,A0126.01 - CULTIVO DE PALMAS DE ACEITE (PALMA AFRICANA).,cultivo_fruticola,False,SANTO DOMINGO DE LOS TSACHILAS,16,1364697.65,-237973.75,1602671.4,217636.34,-178271.5,-178271.5,2024,,-13.063076645585198,-81.91256110996903,-81.91256110996903,750583.7075,721202.13,1.0407397264619838,0.6244438358771902,117.43783687177888,0.15947586632101257
124064,SAMANESA S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,False,LOS RIOS,36,1361830.39,404455.52,957374.87,1139332.63,25294.27,13991.1,2024,3.45924318204385,1.0273746351041557,1.2280083648618052,2.2200952850793017,749006.7145,430818.6915,1.7385659658640877,1.0431395795184526,70.30059521582567,0.8366185968283466
32358,DELVERANO IMPORTACIONES DELVERAN CIA. LTDA.,G4630,G4630.91 - VENTA AL POR MAYOR DE ARROZ.,comercio_mayorista,False,AZUAY,5,1361652.65,120263.94,1241388.71,293810.52,-15429.03,-15429.03,2024,-12.82930693938682,-1.1331105623743325,-5.251353831714399,-5.251353831714399,748908.9575,558624.9195,1.3406293406500998,0.8043776043900598,91.16779598673716,0.21577494084119034
737437,VEGGETA S.A.S.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,False,GUAYAS,21,1360935.87,28877.38,1332058.4900000002,1034263.31,32367.4,24354.85,2024,84.33884930004038,1.7895663224748422,2.3548016993854297,3.1295125416370038,748514.7285000001,599426.3205000001,1.2487184878295645,0.7492310926977387,97.87812338284537,0.7599647660106129
97368,SAPRIET S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,False,EL ORO,169,1360413.89,63841.36,1296572.5299999998,2144984.55,29157.7,29157.7,2024,45.672116007553726,2.1432962581703725,1.3593431244061875,1.3593431244061875,748227.6395,583457.6384999999,1.2824026803789976,0.7694416082273985,95.30721051370622,1.5767146790893174
67263,TORBIERI S.A.,A0122,A0122.02 - CULTIVO DE MANGOS.,cultivo_fruticola,False,GUAYAS,2,1346247.5,163286.74,1182960.76,214000.0,-1863.03,-2364.13,2024,-1.447839549004408,-0.17560886835444448,-1.1047336448598133,-0.8705747663551401,740436.1250000001,532332.3420000001,1.3909283103448935,0.8345569862069361,87.87097171953894,0.1589603694714382
164542,ROSAS DEL MANZANO ROSSMANZANO CIA. LTDA.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,False,PICHINCHA,8,1343186.53,850467.62,492718.91,1239146.88,8120.12,8120.12,2024,0.9547829698678005,0.604541500278446,0.655299232969057,0.655299232969057,738752.5915000001,221723.5095,3.331864055218737,1.9991184331312422,36.682835853036735,0.9225426642716554
90809,VIDINTERNACIONAL S.A,G4630,"G4630.95 - VENTA AL POR MAYOR DE BEBIDAS ALCOHÓLICAS, INCLUSO EL ENVASADO DE VINO A GRANEL SIN TRANSFORMACIÓN.",comercio_mayorista,False,PICHINCHA,2,1342808.96,739882.78,602926.1799999999,1160813.77,34909.84,18535.48,2024,2.5051914304587544,1.3803512303045697,1.5967660342278676,3.0073592252442003,738544.9280000001,271316.78099999996,2.7220761107290308,1.6332456664374184,44.900369148564515,0.8644668039748559
749819,SERVICIOS AGRICOLAS RIOVERDE S.A.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,False,LOS RIOS,6,1339449.13,-46521.68,1385970.8099999998,518921.2,0.0,-47321.68,2024,,-3.532921030005821,-9.119241996665389,0.0,736697.0215,623686.8644999999,1.1811969490340295,0.7087181694204177,103.47319498426938,0.38741389156003264
93360,OLEAGINOSAS DEL NORTE OLENSA S.A.,A0126,A0126.01 - CULTIVO DE PALMAS DE ACEITE (PALMA AFRICANA).,cultivo_fruticola,False,ESMERALDAS,10,1328113.11,638508.02,689605.0900000001,173470.31,2837.98,2154.68,2024,0.3374554324313733,0.16223618182641084,1.2421030434545253,1.6360033022365617,730462.2105000002,310322.29050000006,2.353882504937234,1.4123295029623404,51.92367162161362,0.1306141086130834
1,ACEITES TROPICALES SOCIEDAD ANONIMA ATSA,A0126,A0126.01 - CULTIVO DE PALMAS DE ACEITE (PALMA AFRICANA).,cultivo_fruticola,False,SANTO DOMINGO DE LOS TSACHILAS,9,1324395.03,1270375.22,54019.810000000056,230613.27,4407.38,716.67,2024,0.05641404119957566,0.05411300886564033,0.31076702567896464,1.911156283417689,728417.2665,24308.914500000024,29.965026472078762,17.979015883247257,4.078829108864903,0.1741272541622268
143660,COMERCIAL AGRICOLA PALNASA CIA. LTDA.,G4630,G4630.97 - VENTA AL POR MAYOR DE ALIMENTO PARA MASCOTAS (ANIMALES DOMÉSTICOS).,comercio_mayorista,False,PICHINCHA,2,1322177.1,920967.14,401209.9600000001,479062.8,53132.36,32128.39,2024,3.488549005125199,2.429961160271192,6.706509042238304,11.090896642360876,727197.4050000001,180544.48200000005,4.027801885410156,2.4166811312460936,30.344645963086194,0.36232876821115717
733731,EXPORTADORA NEUES LEBEN S.A.S.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,False,GUAYAS,23,1320077.23,283678.16,1036399.07,7118204.97,31926.2,31926.2,2024,11.254373618328604,2.418510013993651,0.4485147608779802,0.4485147608779802,726042.4765000001,466379.5815,1.5567630001400483,0.9340578000840288,78.5104876023049,5.392264034430774
62012,PRODUCCION AVICOLA VARGAS TAPIA PROAVIVARTA S.A.,G4630,G4630.31 - VENTA AL POR MAYOR DE CARNE Y PRODUCTOS CÁRNICOS (INCLUIDAS LAS AVES DE CORRAL).,comercio_mayorista,False,PICHINCHA,12,1318503.8,-1060620.36,2379124.16,5556083.89,2276.58,-5907.58,2024,,-0.4480517993198047,-0.10632632834490913,0.040974543312736054,725177.0900000001,1070605.8720000002,0.6773520573404813,0.4064112344042887,180.44120616110473,4.213930888936384
344632,EXPORTADORES DEL PACIFICO EXPA S.A.S.,G4630,G4630.32 - VENTA AL POR MAYOR DE CAMARÓN Y LANGOSTINOS.,comercio_mayorista,False,GUAYAS,172,1317755.19,64975.18,1252780.01,19225270.68,33129.97,22026.46,2024,33.899806049017485,1.6715138113020827,0.11457035048621746,0.17232511599675435,724765.3545,563751.0045,1.2856125287844165,0.7713675172706498,95.0692525824922,14.589409949506631
153159,BANCHISFOOD S.A.,C1030,"C1030.14 - FABRICACIÓN DE PRODUCTOS ALIMENTICIOS A PARTIR DE (UN SOLO COMPONENTE) FRUTAS, LEGUMBRES Y HORTALIZAS; INCLUSO SNACKS DE PLÁTANO (CHIFLES), YUCA, FRUTAS, ETCÉTERA, EXCEPTO PAPA.",procesamiento,False,PICHINCHA,44,1312510.15,585246.74,727263.4099999999,2289305.98,100776.62,57870.06,2024,9.88814734790321,4.409113331428332,2.52784295789067,4.402059876679306,721880.5825,327268.53449999995,2.2057744830339017,1.323464689820341,55.41011701890457,1.744219638987173
57493,CORPIMILIT S.A.,G4630,"G4630.21 - VENTA AL POR MAYOR DE PRODUCTOS LÁCTEOS, INCLUIDO HELADOS, BOLOS, ETCÉTERA.",comercio_mayorista,False,GUAYAS,4,1311195.63,1311195.63,0.0,14000.0,0.0,252.03,2024,0.01922138803955593,0.01922138803955593,1.800214285714286,0.0,721157.5965,0.0,,,0.0,0.010677277806363648
715424,EXPORTADORA HRG S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,False,EL ORO,4,1309248.61,607978.01,701270.6000000001,4054533.84,0.0,414424.98,2024,68.16446864583145,31.65365056221064,10.221273180938601,0.0,720086.7355000001,315571.7700000001,2.2818477568510005,1.3691086541106003,53.562829446120254,3.096840286124115
360411,AGRIPASNAR S.A.S.,A0127,A0127.02 - CULTIVO DE CACAO.,cultivo_fruticola,False,GUAYAS,5,1307487.92,177185.92,1130302.0,10985330.78,229932.73,172185.92,2024,97.17810534832564,13.16921689035567,1.5674167983496992,2.0930888163933834,719118.356,508635.9,1.413817538242975,0.848290522945785,86.44837039871084,8.401860248161986
62143,"AGRICOLA ESPERANZA S.A., AGRIESPERSA",A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,False,GUAYAS,59,1305831.19,444618.13,861213.0599999999,2251337.31,39618.13,39618.13,2024,8.910597055500189,3.0339396319672836,1.759759846915165,1.759759846915165,718207.1545000001,387545.877,1.8532184113521097,1.1119310468112658,65.95133173377486,1.7240645860204948
330096,DISTRIGLOBAL S.A.,G4630,G4630.23 - VENTA AL POR MAYOR DE ACEITES Y GRASAS COMESTIBLES DE ORIGEN ANIMAL O VEGETAL.,comercio_mayorista,False,GUAYAS,4,1303025.96,84838.08,1218187.88,2418165.72,0.0,24842.17,2024,29.281862578691076,1.9064984706828096,1.0273146209350779,0.0,716664.278,548184.546,1.3073412653263672,0.7844047591958202,93.48914890383304,1.8558077845202718
