ruc_norm,razon_social,ciiu_norm,actividad,segmento,foco_alto_valor,provincia,cant_empleados,activo_total,patrimonio,pasivo_total,ventas_netas,utilidad_operativa,utilidad_neta,anio,ROE_pct,ROA_pct,margen_neto_pct,margen_operativo_pct,activo_corriente,pasivo_corriente,razon_corriente,prueba_acida,endeudamiento_pct,rotacion_activos
752801,PALMERAS DE LOS ANDES QUININDÉ PDQ S.A.,A0126,A0126.01 - CULTIVO DE PALMAS DE ACEITE (PALMA AFRICANA).,cultivo_fruticola,False,PICHINCHA,334,50205452.38,14874130.24,35331322.14,9197614.04,-2173004.02,-1048895.98,2024,-7.051813874664579,-2.0892073077262845,-11.404000814106787,-23.625736093618475,27612998.809000004,15899094.963000001,1.736765449433463,1.0420592696600777,70.37347631603991,0.18319950531237497
9631,INDUSTRIAL BANANERA ALAMOS SA,A0122,A0122.02 - CULTIVO DE MANGOS.,cultivo_fruticola,False,GUAYAS,750,48874090.62,5625943.19,43248147.43,21648499.8,0.0,-952472.94,2024,-16.93001347210546,-1.9488299995299225,-4.399717988772598,0.0,26880749.841000002,19461666.3435,1.3812152241515487,0.8287291344909291,88.48890461463077,0.4429442988171143
25473,PRODUCTORES BANANEROS Y EXPORTADORES PROBANAEXPOR C LTDA,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,False,EL ORO,31,47794946.45,26145360.65,21649585.800000004,15882085.05,761985.85,495205.95,2024,1.894049030836375,1.0361052512487958,3.1180159811573356,4.797769610231371,26287220.547500003,9742313.610000003,2.698252345368709,1.6189514072212252,45.29680940776533,0.3322963248136456
29487,EXP. E IMP. MANOBAL C. LTDA.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,False,LOS RIOS,696,45845411.77,14644004.97,31201406.800000004,47987296.37,1130236.21,533525.25,2024,3.6433014813433235,1.1637484088410446,1.1118051867025822,2.3552821173450913,25214976.473500002,14040633.060000002,1.795857520508409,1.0775145123050456,68.05786139850392,1.046719715611794
9031,ECUAJUGOS SA,C1030,"C1030.15 - ELABORACIÓN DE JUGOS (ZUMOS), NÉCTARES, CONCENTRADOS DE FRUTA FRESCA Y HORTALIZAS.",procesamiento,False,PICHINCHA,288,44579696.0,8534425.0,36045271.0,73672020.0,1923626.0,926103.0,2024,10.851381317429118,2.077409859412231,1.2570620433646313,2.61106726814332,24518832.8,16220371.950000001,1.5116073093502642,0.9069643856101585,80.85580260574231,1.6525913501070084
63,CONFITECA C.A.,C1073,"C1073.21 - ELABORACIÓN DE PRODUCTOS DE CONFITERÍA: CARAMELOS, TURRÓN, GRAGEAS Y PASTILLAS DE CONFITERÍA, GOMA DE MASCAR (CHICLES), CONFITES BLANDOS, CONFITERÍA A BASE DE CHOCOLATE Y CHOCOLATE BLANCO, ETCÉTERA.",procesamiento,False,PICHINCHA,468,43623558.52,25442214.73,18181343.790000003,49335554.78,4285560.52,3003270.32,2024,11.804280216449536,6.88451474820216,6.087435994978386,8.686555850259357,23992957.186000004,8181604.705500001,2.9325490597059747,1.7595294358235845,41.67780989637615,1.130938338223399
121435,FRUTADELI S.A.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,False,GUAYAS,67,41794817.67,3369596.37,38425221.3,174083966.29,1515318.68,227062.29,2024,6.738560500051821,0.5432785753315622,0.13043262675997708,0.8704527546641987,22987149.718500003,17291349.585,1.329401710693596,0.7976410264161576,91.9377651157486,4.165204587432765
162766,ASERTIA COMERCIAL S.A.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,False,PICHINCHA,351,41342349.49,9837781.87,31504567.620000005,87922233.31,0.0,144911.93,2024,1.4730142619029223,0.3505169197871826,0.1648182997002172,0.0,22738292.2195,14177055.429000003,1.6038797572158379,0.9623278543295027,76.2041054962791,2.126686905669618
90332,SOCIEDAD INDUSTRIAL GANADERA ELORDEÑO S.A.,G4630,"G4630.21 - VENTA AL POR MAYOR DE PRODUCTOS LÁCTEOS, INCLUIDO HELADOS, BOLOS, ETCÉTERA.",comercio_mayorista,False,PICHINCHA,85,38589058.33,11804194.11,26784864.22,46798961.34,533794.33,243306.42,2024,2.0611861998599412,0.6305062381137405,0.5198970512023761,1.1406114894771293,21223982.0815,12053188.899,1.7608603216415915,1.056516192984955,69.41051525783631,1.212752095161064
700993,SUMIFRU ECUADOR S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,False,GUAYAS,417,37584783.88,1556627.36,36028156.52,36170980.48,0.0,-4214926.53,2024,-270.77299540719883,-11.214449292717338,-11.65278484040696,0.0,20671631.134000003,16212670.434000002,1.275029380147579,0.7650176280885473,95.85835756041602,0.962383622997169
