anio,num_empresas,ventas_totales,activos_totales,utilidad_agregada,ROE_promedio,ROE_mediana,margen_neto_promedio,endeudamiento_promedio,rotacion_activos_promedio,ROA_sectorial_pct,margen_neto_sectorial_pct
2024,3627,16858018188.67,9985174999.23,310745984.45,14.73,10.23,-61.04,430.49,23.34,3.11,1.84
