area,ciudad,conglomerado,panelm,vivienda,hogar,p01,p02,p03,p04,p05a,p05b,sexo,p07,edad,p081,p085,p09,p10a,p10b,p11,p12a,p12b,p15,p15aa,p15ab,cod_inf,p20,p21,p22,p23,p232,p233,p24,p25,p26,p27,p28,p29,p29a,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p421,p422,p42a,p43,p44a,p44b,p44c,p44d,p44e,p44f,p44g,p44h,p44i,p44j,p44k,p45,p46,p47a,p47b,p48,p49,p50,p51a,p51b,p51c,p52,p53,p54,p54a,p55,p56a,p56b,p57,p58,p61b1,p63,p64a,p64b,p65,p66,p67,p68a,p68b,p69,p70a,p70b,p71a,p71b,p72a,p72b,p73a,p73b,p74a,p74b,p75,p76,p77,p78,sd01,sd021,sd022,sd023,sd024,sd025,sd026,sd027,sd028,sd029,sd0210,sd0211,sd03,sp01,ced01a,estrato,peso_expansion,nivel_instruccion,ingreso_laboral,ingpc,pobreza,epobreza,condact,empleo,desempleo,sector,grupo1,rama1,upm,id_vivienda,id_hogar,id_persona,periodo,rural,ocupado,desempleado,pea,agricola,subempleo_ingreso,informal
2.0,100254.0,900901,073,02,1,01,1.0,51.0,1.0,10.0,10.0,1.0,2.0,,,,11.0,4.0,6.0,1.0,,,1.0,1.0,,2.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,4923.0,8322.0,6.0,2.0,,2.0,,,,,,,,,,,,,5.0,3.0,1.0,1.0,3.0,2.0,1.0,40.0,,,,,,,,,,,,5.0,500.0,2.0,,100.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,6.0,1,1022,855.628158295376,3.0,400.0,207.0,0.0,0.0,4.0,1.0,,2.0,8.0,8.0,100254900901,10025490090107302,100254900901073021,10025490090107302101,202512.0,True,True,False,True,False,True,True
2.0,100254.0,900901,073,02,1,02,2.0,50.0,2.0,10.0,10.0,1.0,2.0,,,,11.0,6.0,3.0,,,,1.0,1.0,,2.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,4711.0,5221.0,6.0,2.0,,2.0,,,,,,,,,,,,,4.0,6.0,1.0,1.0,3.0,2.0,1.0,40.0,,,,,,,,,,,,5.0,150.0,1.0,50.0,80.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,6.0,1,1022,855.628158295376,3.0,120.0,207.0,0.0,0.0,4.0,1.0,,2.0,5.0,7.0,100254900901,10025490090107302,100254900901073021,10025490090107302102,202512.0,True,True,False,True,False,True,True
2.0,100254.0,900901,073,02,1,03,1.0,30.0,3.0,1.0,10.0,6.0,2.0,,,,2.0,9.0,5.0,,1.0,30710801.0,1.0,1.0,,2.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,8521.0,2330.0,2.0,,,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,80.0,1.0,1.0,1.0,40.0,,,,,,,,,,,,1.0,,,,,470.0,45.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,6.0,1,1022,855.628158295376,5.0,515.0,207.0,0.0,0.0,1.0,1.0,,1.0,2.0,16.0,100254900901,10025490090107302,100254900901073021,10025490090107302103,202512.0,True,True,False,True,False,False,False
2.0,100254.0,900901,073,03,1,01,2.0,51.0,1.0,10.0,10.0,3.0,2.0,,,,11.0,4.0,3.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,1410.0,7531.0,6.0,2.0,,2.0,,,,,,,,,,,,,30.0,9.0,1.0,1.0,3.0,1.0,1.0,40.0,,,,,,,,,,,,5.0,900.0,2.0,,400.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,1022,855.628158295376,3.0,500.0,500.0,0.0,0.0,1.0,1.0,,1.0,7.0,3.0,100254900901,10025490090107303,100254900901073031,10025490090107303101,202512.0,True,True,False,True,False,False,False
2.0,100254.0,900901,073,05,1,01,1.0,63.0,1.0,3.0,10.0,1.0,2.0,,,,5.0,1.0,,2.0,,,1.0,1.0,,2.0,1.0,,,,,,20.0,3.0,,1.0,1.0,20.0,,1.0,4.0,,,,,,,,,111.0,6111.0,4.0,,,,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,11.0,1.0,2.0,3.0,2.0,1.0,20.0,,,,,,,,,,,,3.0,,,,,100.0,0.0,1.0,50.0,,,,2.0,,2.0,,2.0,,2.0,,1.0,55.0,2.0,,,,,,,,,,,,,,,3.0,1,1022,855.628158295376,1.0,150.0,132.5,0.0,0.0,2.0,1.0,,2.0,6.0,1.0,100254900901,10025490090107305,100254900901073051,10025490090107305101,202512.0,True,True,False,True,True,True,True
2.0,100254.0,900901,073,06,1,01,1.0,39.0,1.0,10.0,10.0,1.0,2.0,,,,5.0,4.0,6.0,1.0,,,1.0,2.0,100457.0,1.0,1.0,,,,,,20.0,1.0,,1.0,1.0,20.0,,1.0,4.0,,,,,,,,,4799.0,9520.0,6.0,2.0,,2.0,,,,,,,,,,,,,15.0,3.0,1.0,1.0,3.0,2.0,1.0,20.0,,,,,,,,,,,,5.0,720.0,2.0,,300.0,,,,,,,,2.0,,2.0,,1.0,50.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,3.0,1,1022,855.628158295376,3.0,420.0,181.0,0.0,0.0,2.0,1.0,,2.0,9.0,7.0,100254900901,10025490090107306,100254900901073061,10025490090107306101,202512.0,True,True,False,True,False,True,True
2.0,100254.0,900901,073,06,1,02,2.0,34.0,2.0,10.0,10.0,1.0,2.0,,,,5.0,4.0,6.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,20.0,1.0,,4.0,,,6.0,,,,,,,,,,,4799.0,9520.0,6.0,2.0,,2.0,,,,,,,,,,,,,14.0,3.0,1.0,1.0,3.0,2.0,1.0,20.0,,,,,,,,,,,,5.0,680.0,2.0,,300.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,3.0,1,1022,855.628158295376,3.0,380.0,181.0,0.0,0.0,4.0,1.0,,2.0,9.0,7.0,100254900901,10025490090107306,100254900901073061,10025490090107306102,202512.0,True,True,False,True,False,True,True
2.0,100254.0,900901,073,07,1,01,1.0,47.0,1.0,10.0,10.0,1.0,2.0,,,,11.0,4.0,6.0,1.0,,,1.0,1.0,,5.0,1.0,,,,,,50.0,,1.0,4.0,,,6.0,,,,,,,,,,,111.0,6111.0,4.0,,,,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,11.0,1.0,2.0,3.0,2.0,2.0,40.0,10.0,0.0,150.0,6330.0,6.0,2.0,10.0,1.0,3.0,3.0,2.0,5.0,,,,,60.0,0.0,2.0,,0.0,1.0,20.0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,1022,855.628158295376,3.0,80.0,55.8,1.0,0.0,4.0,1.0,,2.0,6.0,1.0,100254900901,10025490090107307,100254900901073071,10025490090107307101,202512.0,True,True,False,True,True,True,True
2.0,100254.0,900901,073,07,1,02,2.0,47.0,2.0,10.0,10.0,1.0,2.0,,,,11.0,4.0,6.0,1.0,,,1.0,1.0,,5.0,2.0,8.0,,,,,30.0,1.0,,4.0,,,1.0,,,,,,,,,,,150.0,9213.0,7.0,,,,,,,,,,,,,,,,35.0,10.0,1.0,3.0,3.0,2.0,2.0,20.0,10.0,0.0,3290.0,7319.0,6.0,2.0,9.0,1.0,1.0,3.0,2.0,5.0,,,,,,,,,15.0,2.0,,2.0,,2.0,,2.0,,2.0,,1.0,55.0,2.0,,,,,,,,,,,,,,,7.0,1,1022,855.628158295376,3.0,15.0,55.8,1.0,0.0,4.0,1.0,,2.0,9.0,1.0,100254900901,10025490090107307,100254900901073071,10025490090107307102,202512.0,True,True,False,True,True,True,True
2.0,100254.0,900901,073,07,1,05,2.0,68.0,6.0,3.0,10.0,6.0,2.0,,,,1.0,4.0,3.0,1.0,,,1.0,1.0,,5.0,1.0,,,,,,30.0,9.0,,,,,5.0,,,,,,,,,,,150.0,9213.0,7.0,,,,,,,,,,,,,,,,50.0,10.0,1.0,3.0,3.0,2.0,1.0,30.0,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,1.0,121.0,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,7.0,1,1022,855.628158295376,3.0,,55.8,1.0,0.0,5.0,1.0,,2.0,9.0,1.0,100254900901,10025490090107307,100254900901073071,10025490090107307105,202512.0,True,True,False,True,True,True,True
2.0,100254.0,901002,076,03,1,01,1.0,36.0,1.0,10.0,10.0,1.0,2.0,,,,2.0,9.0,5.0,,1.0,30720703.0,1.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,6419.0,4211.0,2.0,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,60.0,1.0,1.0,1.0,40.0,,,,,,,,,,,,5.0,,,,,470.0,0.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,7.0,1,1022,130.1404746421196,5.0,470.0,117.5,0.0,0.0,1.0,1.0,,1.0,4.0,11.0,100254901002,10025490100207603,100254901002076031,10025490100207603101,202512.0,True,True,False,True,False,False,False
2.0,100254.0,901002,076,04,1,01,1.0,53.0,1.0,10.0,10.0,1.0,2.0,,,,3.0,6.0,1.0,,,,1.0,1.0,,2.0,1.0,,,,,,8.0,3.0,,1.0,1.0,32.0,,1.0,4.0,,,,,,,,,111.0,6111.0,4.0,,,,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,33.0,11.0,1.0,3.0,3.0,2.0,1.0,24.0,,,,,,,,,,,,5.0,,,,,60.0,0.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,1.0,1,1022,130.1404746421196,3.0,60.0,18.571428571428573,1.0,1.0,2.0,1.0,,2.0,6.0,1.0,100254901002,10025490100207604,100254901002076041,10025490100207604101,202512.0,True,True,False,True,True,True,True
2.0,100254.0,901002,076,04,1,04,2.0,18.0,3.0,10.0,10.0,6.0,2.0,,,,3.0,7.0,3.0,,,,1.0,2.0,100250.0,2.0,2.0,12.0,2.0,,,,,,,,,,,,,2.0,12.0,,,,1.0,2.0,12.0,4761.0,5223.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1,1022,130.1404746421196,4.0,,18.571428571428573,1.0,1.0,7.0,,1.0,,,,100254901002,10025490100207604,100254901002076041,10025490100207604104,202512.0,True,False,True,True,False,False,False
2.0,100254.0,901002,076,06,1,02,2.0,26.0,3.0,1.0,10.0,6.0,2.0,,,,2.0,9.0,4.0,,1.0,30110201.0,1.0,1.0,,2.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,8521.0,2342.0,1.0,,,,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,,,,1.0,40.0,,,,,,,,,,,,1.0,,,,,425.0,45.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,2.0,1,1022,130.1404746421196,5.0,470.0,235.0,0.0,0.0,1.0,1.0,,1.0,2.0,16.0,100254901002,10025490100207606,100254901002076061,10025490100207606102,202512.0,True,True,False,True,False,False,False
2.0,100254.0,901002,076,07,1,01,1.0,45.0,1.0,10.0,10.0,1.0,2.0,,,,5.0,4.0,6.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,4771.0,5221.0,6.0,2.0,,2.0,,,,,,,,,,,,,10.0,6.0,1.0,1.0,2.0,2.0,1.0,40.0,,,,,,,,,,,,5.0,1000.0,2.0,,500.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,8.0,1,1022,130.1404746421196,3.0,500.0,127.5,0.0,0.0,1.0,1.0,,2.0,5.0,7.0,100254901002,10025490100207607,100254901002076071,10025490100207607101,202512.0,True,True,False,True,False,False,True
2.0,100254.0,901002,076,08,1,02,2.0,37.0,3.0,10.0,10.0,6.0,2.0,,,,11.0,4.0,6.0,1.0,,,1.0,1.0,,2.0,1.0,,,,,,24.0,1.0,,1.0,1.0,16.0,,7.0,,,,,,,,,,1410.0,7533.0,2.0,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15.0,1.0,1.0,3.0,3.0,1.0,1.0,24.0,,,,,,,,,,,,5.0,,,,,360.0,0.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,1022,130.1404746421196,3.0,360.0,230.0,0.0,0.0,2.0,1.0,,1.0,7.0,3.0,100254901002,10025490100207608,100254901002076081,10025490100207608102,202512.0,True,True,False,True,False,True,False
2.0,100254.0,901002,076,09,1,01,1.0,45.0,1.0,10.0,10.0,1.0,2.0,,,,5.0,4.0,5.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,4100.0,7112.0,4.0,,,,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,20.0,2.0,1.0,3.0,3.0,3.0,1.0,40.0,,,,,,,,,,,,5.0,,,,,470.0,0.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,6.0,1,1022,130.1404746421196,3.0,470.0,129.16666666666666,0.0,0.0,1.0,1.0,,4.0,7.0,6.0,100254901002,10025490100207609,100254901002076091,10025490100207609101,202512.0,True,True,False,True,False,False,False
2.0,100254.0,901002,076,09,1,03,2.0,21.0,3.0,10.0,10.0,6.0,2.0,,,,3.0,7.0,3.0,,,,1.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,1410.0,7533.0,2.0,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,40.0,,,,,,,,,,,,5.0,,,,,250.0,0.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,1022,130.1404746421196,4.0,250.0,129.16666666666666,0.0,0.0,4.0,1.0,,2.0,7.0,3.0,100254901002,10025490100207609,100254901002076091,10025490100207609103,202512.0,True,True,False,True,False,True,True
2.0,100254.0,901002,076,10,1,01,2.0,52.0,1.0,10.0,10.0,2.0,2.0,,,,8.0,4.0,6.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,12.0,1.0,,4.0,,,6.0,,,,,,,,,,,8121.0,9111.0,6.0,2.0,,2.0,,,,,,,,,,,,,10.0,8.0,1.0,1.0,3.0,2.0,1.0,12.0,,,,,,,,,,,,5.0,120.0,2.0,,0.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,6.0,1,1022,130.1404746421196,3.0,120.0,60.0,1.0,0.0,4.0,1.0,,2.0,9.0,14.0,100254901002,10025490100207610,100254901002076101,10025490100207610101,202512.0,True,True,False,True,False,True,True
2.0,100357.0,900302,070,01,1,01,1.0,64.0,1.0,3.0,10.0,1.0,2.0,,,,11.0,6.0,6.0,,,,6.0,1.0,,2.0,1.0,,,,,,48.0,,1.0,4.0,,,6.0,,,,,,,,,,,150.0,6130.0,6.0,1.0,2.0,2.0,,,,,,,,,,,,,48.0,10.0,1.0,3.0,3.0,2.0,1.0,48.0,,,,,,,,,,,,3.0,70.0,1.0,50.0,40.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,1021,112.46478197034662,4.0,80.0,60.0,1.0,0.0,4.0,1.0,,2.0,6.0,1.0,100357900302,10035790030207001,100357900302070011,10035790030207001101,202512.0,True,True,False,True,True,True,True
2.0,100357.0,900302,070,01,1,02,2.0,62.0,2.0,3.0,10.0,1.0,2.0,,,,11.0,6.0,6.0,,,,6.0,1.0,,2.0,1.0,,,,,,42.0,,1.0,4.0,,,6.0,,,,,,,,,,,150.0,9213.0,7.0,,,,,,,,,,,,,,,,50.0,10.0,1.0,3.0,3.0,2.0,1.0,42.0,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,6.0,1,1021,112.46478197034662,4.0,,60.0,1.0,0.0,5.0,1.0,,2.0,9.0,1.0,100357900302,10035790030207001,100357900302070011,10035790030207001102,202512.0,True,True,False,True,True,True,True
2.0,100357.0,900302,070,01,1,03,1.0,84.0,9.0,10.0,10.0,6.0,2.0,,,,1.0,1.0,,2.0,,,6.0,1.0,,2.0,1.0,,,,,,20.0,9.0,,,,,3.0,,,,,,,,,,,150.0,9213.0,7.0,,,,,,,,,,,,,,,,25.0,10.0,1.0,3.0,3.0,2.0,1.0,20.0,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,2.0,,2.0,,2.0,,1.0,100.0,2.0,,,,,,,,,,,,,,,6.0,1,1021,112.46478197034662,1.0,,60.0,1.0,0.0,5.0,1.0,,2.0,9.0,1.0,100357900302,10035790030207001,100357900302070011,10035790030207001103,202512.0,True,True,False,True,True,True,True
2.0,100357.0,900302,070,02,1,01,1.0,66.0,1.0,3.0,10.0,4.0,2.0,,,,11.0,4.0,6.0,1.0,,,6.0,2.0,40550.0,1.0,1.0,,,,,,20.0,1.0,,4.0,,,6.0,,,,,,,,,,,150.0,6130.0,6.0,1.0,2.0,2.0,,,,,,,,,,,,,50.0,10.0,1.0,1.0,3.0,2.0,1.0,20.0,,,,,,,,,,,,5.0,42.0,1.0,15.0,10.0,,,,,,,,2.0,,1.0,120.0,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,1021,112.46478197034662,3.0,47.0,167.0,0.0,0.0,4.0,1.0,,2.0,6.0,1.0,100357900302,10035790030207002,100357900302070021,10035790030207002101,202512.0,True,True,False,True,True,True,True
2.0,100357.0,900302,070,03,1,01,1.0,55.0,1.0,10.0,10.0,1.0,2.0,,,,11.0,4.0,6.0,1.0,,,6.0,1.0,,1.0,1.0,,,,,,48.0,,1.0,4.0,,,6.0,,,,,,,,,,,125.0,6114.0,6.0,1.0,2.0,2.0,,,,,,,,,,,,,40.0,10.0,1.0,2.0,3.0,2.0,1.0,48.0,,,,,,,,,,,,5.0,100.0,1.0,30.0,50.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,1021,112.46478197034662,3.0,80.0,168.33333333333334,0.0,0.0,4.0,1.0,,2.0,6.0,1.0,100357900302,10035790030207003,100357900302070031,10035790030207003101,202512.0,True,True,False,True,True,True,True
2.0,100357.0,900302,070,03,1,02,2.0,50.0,2.0,10.0,10.0,1.0,2.0,,,,5.0,4.0,6.0,1.0,,,6.0,1.0,,2.0,1.0,,,,,,42.0,,1.0,4.0,,,6.0,,,,,,,,,,,125.0,9211.0,7.0,,,,,,,,,,,,,,,,26.0,10.0,1.0,2.0,3.0,2.0,1.0,42.0,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,2.0,,2.0,,2.0,,1.0,55.0,2.0,,,,,,,,,,,,,,,8.0,1,1021,112.46478197034662,3.0,,168.33333333333334,0.0,0.0,5.0,1.0,,2.0,9.0,1.0,100357900302,10035790030207003,100357900302070031,10035790030207003102,202512.0,True,True,False,True,True,True,True
2.0,100357.0,900302,070,03,1,03,1.0,26.0,3.0,10.0,10.0,6.0,2.0,,,,3.0,7.0,3.0,,,,6.0,1.0,,1.0,1.0,,,,,,48.0,,1.0,4.0,,,6.0,,,,,,,,,,,125.0,6114.0,6.0,1.0,2.0,2.0,,,,,,,,,,,,,7.0,10.0,1.0,1.0,3.0,2.0,1.0,48.0,,,,,,,,,,,,5.0,470.0,2.0,,100.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,7.0,1,1021,112.46478197034662,4.0,370.0,168.33333333333334,0.0,0.0,4.0,1.0,,2.0,6.0,1.0,100357900302,10035790030207003,100357900302070031,10035790030207003103,202512.0,True,True,False,True,True,True,True
2.0,100357.0,900302,070,04,1,01,1.0,56.0,1.0,10.0,10.0,1.0,2.0,,,,11.0,4.0,6.0,1.0,,,6.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,122.0,6114.0,6.0,1.0,2.0,2.0,,,,,,,,,,,,,35.0,10.0,1.0,2.0,3.0,1.0,1.0,40.0,,,,,,,,,,,,5.0,0.0,1.0,20.0,0.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,2.0,1,1021,112.46478197034662,3.0,20.0,10.0,1.0,1.0,4.0,1.0,,1.0,6.0,1.0,100357900302,10035790030207004,100357900302070041,10035790030207004101,202512.0,True,True,False,True,True,True,False
2.0,100357.0,900302,070,04,1,02,2.0,48.0,2.0,10.0,10.0,1.0,2.0,,,,11.0,4.0,6.0,1.0,,,6.0,2.0,100351.0,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,122.0,9211.0,7.0,,,,,,,,,,,,,,,,30.0,10.0,1.0,2.0,3.0,1.0,1.0,40.0,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,3.0,1,1021,112.46478197034662,3.0,,10.0,1.0,1.0,5.0,1.0,,1.0,9.0,1.0,100357900302,10035790030207004,100357900302070041,10035790030207004102,202512.0,True,True,False,True,True,True,False
2.0,100357.0,900302,070,05,1,01,1.0,68.0,1.0,3.0,10.0,6.0,2.0,,,,11.0,4.0,6.0,1.0,,,6.0,1.0,,1.0,1.0,,,,,,30.0,1.0,,4.0,,,3.0,,,,,,,,,,,150.0,6330.0,6.0,1.0,4.0,2.0,,,,,,,,,,,,,50.0,10.0,1.0,1.0,3.0,2.0,1.0,30.0,,,,,,,,,,,,5.0,0.0,1.0,5.0,0.0,,,,,,,,2.0,,1.0,121.0,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,6.0,1,1021,112.46478197034662,3.0,5.0,126.0,0.0,0.0,4.0,1.0,,2.0,6.0,1.0,100357900302,10035790030207005,100357900302070051,10035790030207005101,202512.0,True,True,False,True,True,True,True
2.0,100357.0,900302,070,06,1,01,2.0,56.0,1.0,10.0,10.0,6.0,2.0,,,,11.0,4.0,6.0,1.0,,,6.0,1.0,,2.0,1.0,,,,,,24.0,1.0,,2.0,1.0,16.0,,7.0,,,,,,,,,,125.0,6114.0,4.0,,,,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,35.0,11.0,1.0,3.0,3.0,2.0,1.0,24.0,,,,,,,,,,,,5.0,,,,,154.0,0.0,1.0,36.0,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,1021,112.46478197034662,3.0,190.0,127.33333333333333,0.0,0.0,2.0,1.0,,2.0,6.0,1.0,100357900302,10035790030207006,100357900302070061,10035790030207006101,202512.0,True,True,False,True,True,True,True
2.0,100357.0,900302,070,06,1,02,2.0,23.0,3.0,10.0,10.0,6.0,1.0,3.0,1.0,4.0,,7.0,2.0,,,,6.0,1.0,,2.0,1.0,,,,,,24.0,1.0,,2.0,1.0,16.0,,7.0,,,,,,,,,,125.0,6114.0,4.0,,,,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,11.0,1.0,3.0,3.0,2.0,1.0,24.0,,,,,,,,,,,,5.0,,,,,156.0,0.0,1.0,36.0,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,6.0,1,1021,112.46478197034662,4.0,192.0,127.33333333333333,0.0,0.0,2.0,1.0,,2.0,6.0,1.0,100357900302,10035790030207006,100357900302070061,10035790030207006102,202512.0,True,True,False,True,True,True,True
2.0,100357.0,900302,070,07,1,01,1.0,75.0,1.0,3.0,10.0,4.0,2.0,,,,1.0,4.0,6.0,1.0,,,6.0,2.0,40650.0,1.0,1.0,,,,,,20.0,1.0,,4.0,,,6.0,,,,,,,,,,,150.0,6330.0,6.0,1.0,3.0,2.0,,,,,,,,,,,,,51.0,10.0,1.0,1.0,3.0,2.0,1.0,20.0,,,,,,,,,,,,5.0,0.0,2.0,,15.0,,,,,,,,2.0,,1.0,121.0,1.0,50.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,6.0,1,1021,112.46478197034662,3.0,-1.0,171.0,0.0,0.0,4.0,1.0,,2.0,6.0,1.0,100357900302,10035790030207007,100357900302070071,10035790030207007101,202512.0,True,True,False,True,True,True,True
2.0,100358.0,900101,073,01,1,01,1.0,51.0,1.0,10.0,10.0,5.0,2.0,,,,11.0,6.0,6.0,,,,6.0,1.0,,2.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,111.0,6114.0,6.0,1.0,2.0,2.0,,,,,,,,,,,,,30.0,10.0,1.0,1.0,3.0,2.0,1.0,40.0,,,,,,,,,,,,5.0,50.0,1.0,30.0,0.0,,,,,,,,2.0,,2.0,,1.0,100.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,1021,79.87096823038137,4.0,80.0,47.0,1.0,1.0,4.0,1.0,,2.0,6.0,1.0,100358900101,10035890010107301,100358900101073011,10035890010107301101,202512.0,True,True,False,True,True,True,True
2.0,100358.0,900101,073,02,1,01,1.0,80.0,1.0,3.0,10.0,1.0,2.0,,,,1.0,4.0,6.0,1.0,,,6.0,2.0,100650.0,1.0,1.0,,,,,,60.0,,1.0,4.0,,,6.0,,,,,,,,,,,150.0,6130.0,6.0,1.0,2.0,2.0,,,,,,,,,,,,,65.0,10.0,1.0,2.0,3.0,2.0,2.0,40.0,20.0,0.0,150.0,7513.0,6.0,2.0,9.0,1.0,2.0,3.0,2.0,5.0,60.0,1.0,50.0,40.0,,,,,90.0,1.0,6.0,2.0,,1.0,120.0,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,7.0,1,1021,79.87096823038137,3.0,166.0,143.0,0.0,0.0,4.0,1.0,,2.0,6.0,1.0,100358900101,10035890010107302,100358900101073021,10035890010107302101,202512.0,True,True,False,True,True,True,True
