area,ciudad,conglomerado,panelm,vivienda,hogar,p01,p02,p03,p04,p05a,p05b,sexo,p07,edad,p081,p085,p09,p10a,p10b,p11,p12a,p12b,p15,p15aa,p15ab,cod_inf,p20,p21,p22,p23,p232,p233,p24,p25,p26,p27,p28,p29,p29a,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p421,p422,p42a,p43,p44a,p44b,p44c,p44d,p44e,p44f,p44g,p44h,p44i,p44j,p44k,p45,p46,p47a,p47b,p48,p49,p50,p51a,p51b,p51c,p52,p53,p54,p54a,p55,p56a,p56b,p57,p58,p61b1,p63,p64a,p64b,p65,p66,p67,p68a,p68b,p69,p70a,p70b,p71a,p71b,p72a,p72b,p73a,p73b,p74a,p74b,p75,p76,p77,p78,sd01,sd021,sd022,sd023,sd024,sd025,sd026,sd027,sd028,sd029,sd0210,sd0211,sd03,sp01,ced01a,estrato,peso_expansion,nivel_instruccion,ingreso_laboral,ingpc,pobreza,epobreza,condact,empleo,desempleo,sector,grupo1,rama1,upm,id_vivienda,id_hogar,id_persona,periodo,rural,ocupado,desempleado,pea,agricola,subempleo_ingreso,informal
2.0,71353.0,900301,058,04,1,01,1.0,69.0,1.0,3.0,10.0,1.0,2.0,,,,1.0,4.0,6.0,1.0,,,6.0,1.0,,1.0,1.0,,,,,,24.0,1.0,,4.0,,,3.0,,,,,,,,,,,150.0,6330.0,6.0,1.0,3.0,2.0,,,,,,,,,,,,,45.0,10.0,1.0,1.0,3.0,2.0,1.0,24.0,,,,,,,,,,,,5.0,0.0,1.0,41.0,25.0,,,,,,,,2.0,,1.0,120.0,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,0721,327.9660053700657,3.0,16.0,95.5,0.0,0.0,4.0,1.0,,2.0,6.0,1.0,071353900301,07135390030105804,071353900301058041,07135390030105804101,202512.0,True,True,False,True,True,True,True
2.0,71353.0,900301,058,05,1,01,1.0,60.0,1.0,10.0,10.0,4.0,2.0,,,,5.0,4.0,3.0,1.0,,,6.0,1.0,,1.0,1.0,,,,,,45.0,,1.0,4.0,,,5.0,,,,,,,,,,,150.0,6330.0,6.0,1.0,4.0,2.0,,,,,,,,,,,,,40.0,10.0,1.0,1.0,3.0,2.0,1.0,45.0,,,,,,,,,,,,5.0,0.0,1.0,80.0,22.0,,,,,,,,2.0,,2.0,,1.0,60.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,6.0,1,0721,327.9660053700657,3.0,58.0,50.0,1.0,1.0,4.0,1.0,,2.0,6.0,1.0,071353900301,07135390030105805,071353900301058051,07135390030105805101,202512.0,True,True,False,True,True,True,True
2.0,71353.0,900301,058,06,1,01,1.0,80.0,1.0,10.0,10.0,1.0,2.0,,,,1.0,4.0,3.0,1.0,,,6.0,1.0,,2.0,1.0,,,,,,30.0,1.0,,4.0,,,3.0,,,,,,,,,,,150.0,6330.0,6.0,1.0,4.0,2.0,,,,,,,,,,,,,65.0,10.0,1.0,2.0,3.0,2.0,1.0,30.0,,,,,,,,,,,,5.0,1000.0,1.0,50.0,23.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,7.0,1,0721,327.9660053700657,3.0,1027.0,513.5,0.0,0.0,1.0,1.0,,2.0,6.0,1.0,071353900301,07135390030105806,071353900301058061,07135390030105806101,202512.0,True,True,False,True,True,False,True
2.0,71353.0,900301,058,06,1,02,2.0,81.0,2.0,10.0,10.0,1.0,2.0,,,,8.0,4.0,3.0,1.0,,,6.0,1.0,,2.0,2.0,8.0,,,,,14.0,1.0,,4.0,,,3.0,,,,,,,,,,,150.0,9213.0,7.0,,,,,,,,,,,,,,,,65.0,10.0,1.0,2.0,3.0,2.0,1.0,14.0,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,8.0,1,0721,327.9660053700657,3.0,,513.5,0.0,0.0,5.0,1.0,,2.0,9.0,1.0,071353900301,07135390030105806,071353900301058061,07135390030105806102,202512.0,True,True,False,True,True,True,True
2.0,71353.0,900301,058,07,1,01,1.0,86.0,1.0,10.0,10.0,1.0,2.0,,,,1.0,4.0,2.0,1.0,,,6.0,1.0,,2.0,1.0,,,,,,42.0,,1.0,4.0,,,3.0,,,,,,,,,,,150.0,6330.0,6.0,1.0,3.0,2.0,,,,,,,,,,,,,65.0,10.0,1.0,2.0,3.0,2.0,1.0,42.0,,,,,,,,,,,,5.0,0.0,1.0,43.0,0.0,,,,,,,,2.0,,2.0,,1.0,80.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,8.0,1,0721,327.9660053700657,3.0,43.0,56.0,1.0,0.0,4.0,1.0,,2.0,6.0,1.0,071353900301,07135390030105807,071353900301058071,07135390030105807101,202512.0,True,True,False,True,True,True,True
2.0,71353.0,900301,058,07,1,03,1.0,35.0,3.0,10.0,10.0,6.0,2.0,,,,11.0,4.0,2.0,2.0,,,6.0,1.0,,2.0,1.0,,,,,,42.0,,1.0,4.0,,,5.0,,,,,,,,,,,150.0,9213.0,7.0,,,,,,,,,,,,,,,,15.0,10.0,1.0,2.0,3.0,2.0,1.0,42.0,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,2.0,,1.0,45.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,7.0,1,0721,327.9660053700657,3.0,,56.0,1.0,0.0,5.0,1.0,,2.0,9.0,1.0,071353900301,07135390030105807,071353900301058071,07135390030105807103,202512.0,True,True,False,True,True,True,True
2.0,80150.0,900501,076,02,1,01,2.0,55.0,1.0,10.0,10.0,4.0,2.0,,,,11.0,4.0,6.0,1.0,,,6.0,1.0,,2.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,5610.0,9411.0,6.0,2.0,,2.0,,,,,,,,,,,,,30.0,5.0,1.0,1.0,2.0,2.0,1.0,40.0,,,,,,,,,,,,5.0,470.0,1.0,80.0,100.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,7.0,1,0823,56.61845335712131,3.0,450.0,150.0,0.0,0.0,4.0,1.0,,2.0,9.0,9.0,080150900501,08015090050107602,080150900501076021,08015090050107602101,202512.0,True,True,False,True,False,True,True
2.0,80150.0,900501,076,02,1,02,2.0,31.0,3.0,10.0,10.0,6.0,2.0,,,,2.0,8.0,3.0,,1.0,21010305.0,6.0,1.0,,2.0,2.0,12.0,2.0,,,,,,,,,,,,,8.0,12.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.0,1,0823,56.61845335712131,5.0,,150.0,0.0,0.0,7.0,,1.0,,,,080150900501,08015090050107602,080150900501076021,08015090050107602102,202512.0,True,False,True,True,False,False,False
2.0,80150.0,900501,076,03,1,01,1.0,65.0,1.0,10.0,10.0,4.0,2.0,,,,1.0,1.0,,2.0,,,3.0,1.0,,2.0,1.0,,,,,,30.0,1.0,,4.0,,,3.0,,,,,,,,,,,4100.0,7112.0,6.0,2.0,,2.0,,,,,,,,,,,,,30.0,2.0,1.0,1.0,3.0,2.0,1.0,30.0,,,,,,,,,,,,5.0,200.0,2.0,,0.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,7.0,1,0823,56.61845335712131,1.0,200.0,88.4,1.0,0.0,4.0,1.0,,2.0,7.0,6.0,080150900501,08015090050107603,080150900501076031,08015090050107603101,202512.0,True,True,False,True,False,True,True
2.0,80150.0,900501,076,03,1,02,2.0,46.0,7.0,10.0,10.0,6.0,2.0,,,,11.0,4.0,3.0,1.0,,,3.0,1.0,,2.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,9700.0,9111.0,10.0,,,,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,1.0,1.0,,,1.0,40.0,,,,,,,,,,,,5.0,,,,,180.0,0.0,1.0,50.0,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,6.0,1,0823,56.61845335712131,3.0,230.0,88.4,1.0,0.0,4.0,1.0,,3.0,9.0,20.0,080150900501,08015090050107603,080150900501076031,08015090050107603102,202512.0,True,True,False,True,False,True,True
2.0,80150.0,900501,076,04,1,02,1.0,43.0,3.0,1.0,10.0,2.0,2.0,,,,5.0,6.0,6.0,,,,6.0,2.0,130150.0,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,8412.0,9621.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,10.0,1.0,2.0,,,,1.0,40.0,,,,,,,,,,,,1.0,,,,,423.0,47.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,6.0,1,0823,56.61845335712131,4.0,470.0,325.0,0.0,0.0,1.0,1.0,,1.0,9.0,15.0,080150900501,08015090050107604,080150900501076041,08015090050107604102,202512.0,True,True,False,True,False,False,False
2.0,80150.0,900501,076,06,1,01,1.0,48.0,1.0,1.0,10.0,6.0,2.0,,,,5.0,4.0,5.0,1.0,,,2.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,3600.0,3132.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,,,,1.0,40.0,,,,,,,,,,,,1.0,,,,,531.0,51.0,1.0,15.0,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,10.0,1,0823,56.61845335712131,3.0,597.0,399.0,0.0,0.0,1.0,1.0,,1.0,3.0,5.0,080150900501,08015090050107606,080150900501076061,08015090050107606101,202512.0,True,True,False,True,False,False,False
2.0,80150.0,900501,076,06,1,03,1.0,37.0,4.0,10.0,10.0,5.0,2.0,,,,5.0,6.0,4.0,,,,6.0,2.0,90150.0,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,4922.0,8322.0,2.0,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15.0,3.0,1.0,2.0,3.0,2.0,1.0,40.0,,,,,,,,,,,,5.0,,,,,600.0,0.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,0823,56.61845335712131,4.0,600.0,399.0,0.0,0.0,1.0,1.0,,2.0,8.0,8.0,080150900501,08015090050107606,080150900501076061,08015090050107606103,202512.0,True,True,False,True,False,False,True
2.0,80150.0,900501,076,07,1,02,2.0,26.0,3.0,10.0,10.0,6.0,2.0,,,,13.0,7.0,3.0,,,,3.0,1.0,,2.0,1.0,,,,,,16.0,1.0,,1.0,1.0,24.0,,1.0,4.0,,,,,,,,,9602.0,5142.0,6.0,2.0,,2.0,,,,,,,,,,,,,2.0,8.0,1.0,1.0,3.0,2.0,1.0,16.0,,,,,,,,,,,,5.0,250.0,2.0,,70.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,0823,56.61845335712131,4.0,180.0,121.5,0.0,0.0,2.0,1.0,,2.0,5.0,19.0,080150900501,08015090050107607,080150900501076071,08015090050107607102,202512.0,True,True,False,True,False,True,True
2.0,80150.0,900501,076,09,1,02,2.0,31.0,3.0,1.0,10.0,6.0,2.0,,,,2.0,9.0,5.0,,1.0,30710201.0,3.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,8411.0,2143.0,1.0,,,,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,,,,1.0,40.0,,,,,,,,,,,,1.0,,,,,733.0,69.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,8.0,1,0823,56.61845335712131,5.0,802.0,332.5,0.0,0.0,1.0,1.0,,1.0,2.0,15.0,080150900501,08015090050107609,080150900501076091,08015090050107609102,202512.0,True,True,False,True,False,False,False
2.0,80150.0,900501,076,09,1,03,2.0,24.0,3.0,1.0,10.0,6.0,2.0,,,,2.0,8.0,3.0,,1.0,20410603.0,3.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,4711.0,9334.0,2.0,,,,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,,,,1.0,40.0,,,,,,,,,,,,1.0,,,,,470.0,45.0,1.0,13.0,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,8.0,3,0823,56.61845335712131,5.0,528.0,332.5,0.0,0.0,1.0,1.0,,1.0,9.0,7.0,080150900501,08015090050107609,080150900501076091,08015090050107609103,202512.0,True,True,False,True,False,False,False
2.0,80150.0,900501,076,09,1,04,1.0,21.0,3.0,10.0,10.0,6.0,2.0,,,,2.0,8.0,3.0,,1.0,20710401.0,3.0,1.0,,1.0,2.0,12.0,2.0,,,,,,,,,,,,,8.0,48.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,1,0823,56.61845335712131,5.0,,332.5,0.0,0.0,7.0,,1.0,,,,080150900501,08015090050107609,080150900501076091,08015090050107609104,202512.0,True,False,True,True,False,False,False
2.0,80163.0,900501,070,01,1,01,1.0,65.0,1.0,10.0,10.0,6.0,2.0,,,,5.0,4.0,3.0,1.0,,,6.0,2.0,131150.0,1.0,1.0,,,,,,30.0,1.0,,2.0,1.0,10.0,,1.0,4.0,,,,,,,,,5630.0,7513.0,6.0,2.0,,2.0,,,,,,,,,,,,,30.0,4.0,1.0,1.0,3.0,2.0,1.0,30.0,,,,,,,,,,,,5.0,350.0,1.0,5.0,150.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,6.0,1,0823,368.68108595410456,3.0,205.0,205.0,0.0,0.0,2.0,1.0,,2.0,7.0,9.0,080163900501,08016390050107001,080163900501070011,08016390050107001101,202512.0,True,True,False,True,False,True,True
2.0,80163.0,900501,070,02,1,01,2.0,45.0,1.0,1.0,10.0,5.0,2.0,,,,11.0,9.0,4.0,,2.0,,6.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,910.0,3343.0,2.0,,,,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,,,,1.0,40.0,,,,,,,,,,,,1.0,,,,,470.0,45.0,1.0,83.0,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,9.0,1,0823,368.68108595410456,5.0,598.0,278.25,0.0,0.0,1.0,1.0,,1.0,3.0,2.0,080163900501,08016390050107002,080163900501070021,08016390050107002101,202512.0,True,True,False,True,False,False,False
2.0,80163.0,900501,070,02,1,02,1.0,64.0,2.0,1.0,10.0,5.0,2.0,,,,11.0,6.0,6.0,,,,3.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,1010.0,8332.0,2.0,,,,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,30.0,1.0,2.0,,,,1.0,40.0,,,,,,,,,,,,1.0,,,,,470.0,45.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,6.0,1,0823,368.68108595410456,4.0,515.0,278.25,0.0,0.0,1.0,1.0,,1.0,8.0,3.0,080163900501,08016390050107002,080163900501070021,08016390050107002102,202512.0,True,True,False,True,False,False,False
2.0,80163.0,900501,070,03,1,01,1.0,48.0,1.0,1.0,10.0,1.0,2.0,,,,5.0,6.0,6.0,,,,6.0,2.0,130252.0,2.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,8521.0,3343.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,10.0,1.0,2.0,,,,1.0,40.0,,,,,,,,,,,,1.0,,,,,760.0,120.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,8.0,1,0823,368.68108595410456,4.0,880.0,352.0,0.0,0.0,1.0,1.0,,1.0,3.0,16.0,080163900501,08016390050107003,080163900501070031,08016390050107003101,202512.0,True,True,False,True,False,False,False
2.0,80163.0,900501,070,03,1,02,2.0,42.0,2.0,1.0,10.0,1.0,2.0,,,,2.0,9.0,4.0,,1.0,30110301.0,3.0,1.0,,2.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,8510.0,3343.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,10.0,1.0,2.0,,,,1.0,40.0,,,,,,,,,,,,1.0,,,,,760.0,120.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,8.0,1,0823,368.68108595410456,5.0,880.0,352.0,0.0,0.0,1.0,1.0,,1.0,3.0,16.0,080163900501,08016390050107003,080163900501070031,08016390050107003102,202512.0,True,True,False,True,False,False,False
2.0,80163.0,900501,070,03,1,03,1.0,21.0,3.0,10.0,10.0,6.0,2.0,,,,2.0,8.0,3.0,,1.0,20710507.0,6.0,1.0,,2.0,2.0,12.0,2.0,,,,,,,,,,,,,8.0,52.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,7.0,1,0823,368.68108595410456,5.0,,352.0,0.0,0.0,7.0,,1.0,,,,080163900501,08016390050107003,080163900501070031,08016390050107003103,202512.0,True,False,True,True,False,False,False
2.0,80163.0,900501,070,04,1,01,1.0,24.0,1.0,10.0,10.0,6.0,2.0,,,,2.0,9.0,4.0,,1.0,30110402.0,3.0,1.0,,1.0,2.0,12.0,2.0,,,,,,,,,,,,,8.0,20.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,2.0,,1.0,100.0,2.0,,2.0,,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,9.0,1,0823,368.68108595410456,5.0,,133.33333333333334,0.0,0.0,7.0,,1.0,,,,080163900501,08016390050107004,080163900501070041,08016390050107004101,202512.0,True,False,True,True,False,False,False
2.0,80163.0,900501,070,07,1,01,2.0,47.0,1.0,10.0,10.0,6.0,2.0,,,,5.0,6.0,4.0,,,,6.0,1.0,,1.0,1.0,,,,,,32.0,1.0,,1.0,1.0,8.0,,7.0,,,,,,,,,,4711.0,5223.0,2.0,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,32.0,,,,,,,,,,,,5.0,,,,,240.0,0.0,2.0,,,,,2.0,,2.0,,1.0,60.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,0823,368.68108595410456,4.0,240.0,100.0,0.0,0.0,2.0,1.0,,2.0,5.0,7.0,080163900501,08016390050107007,080163900501070071,08016390050107007101,202512.0,True,True,False,True,False,True,True
2.0,80163.0,900503,073,01,1,01,1.0,68.0,1.0,10.0,10.0,6.0,2.0,,,,5.0,6.0,6.0,,,,6.0,3.0,170.0,1.0,1.0,,,,,,48.0,,1.0,4.0,,,6.0,,,,,,,,,,,141.0,6121.0,6.0,1.0,1.0,2.0,,,,,,,,,,,,,5.0,10.0,1.0,1.0,3.0,2.0,1.0,48.0,,,,,,,,,,,,5.0,2000.0,2.0,,800.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,8.0,1,0823,71.49027452006311,4.0,1200.0,1200.0,0.0,0.0,1.0,1.0,,2.0,6.0,1.0,080163900503,08016390050307301,080163900503073011,08016390050307301101,202512.0,True,True,False,True,True,False,True
2.0,80163.0,900503,073,02,1,01,1.0,45.0,1.0,10.0,10.0,5.0,2.0,,,,5.0,6.0,6.0,,,,6.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,122.0,6114.0,2.0,,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,30.0,11.0,1.0,2.0,3.0,2.0,1.0,40.0,,,,,,,,,,,,5.0,,,,,400.0,0.0,1.0,50.0,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,7.0,1,0823,71.49027452006311,4.0,450.0,126.25,0.0,0.0,4.0,1.0,,2.0,6.0,1.0,080163900503,08016390050307302,080163900503073021,08016390050307302101,202512.0,True,True,False,True,True,True,True
2.0,80163.0,900503,073,03,1,01,2.0,43.0,1.0,1.0,10.0,3.0,2.0,,,,2.0,10.0,2.0,,1.0,40910702.0,6.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,8620.0,2211.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,,,,1.0,40.0,,,,,,,,,,,,1.0,,,,,2300.0,300.0,2.0,,,,,2.0,,1.0,860.0,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,10.0,1,0823,71.49027452006311,5.0,2600.0,1153.3333333333333,0.0,0.0,1.0,1.0,,1.0,2.0,17.0,080163900503,08016390050307303,080163900503073031,08016390050307303101,202512.0,True,True,False,True,False,False,False
2.0,80163.0,900503,073,04,1,01,1.0,41.0,1.0,10.0,10.0,6.0,2.0,,,,11.0,8.0,3.0,,1.0,20720801.0,6.0,1.0,,1.0,1.0,,,,,,40.0,,4.0,4.0,,,6.0,,,,,,,,,,,4663.0,5221.0,5.0,2.0,,2.0,,,,,,,,,,,,,10.0,6.0,1.0,2.0,1.0,1.0,1.0,40.0,,,,,,,,,,,,5.0,5000.0,2.0,,3500.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,4.0,1,0823,71.49027452006311,5.0,1500.0,1100.0,0.0,0.0,1.0,1.0,,1.0,5.0,7.0,080163900503,08016390050307304,080163900503073041,08016390050307304101,202512.0,True,True,False,True,False,False,False
2.0,80163.0,900503,073,04,1,02,1.0,34.0,9.0,10.0,10.0,6.0,1.0,1.0,1.0,4.0,,9.0,2.0,,2.0,,6.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,2.0,,,,,,,,,,,4663.0,5223.0,2.0,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,40.0,,,,,,,,,,,,5.0,,,,,700.0,0.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,6.0,1,0823,71.49027452006311,5.0,700.0,1100.0,0.0,0.0,1.0,1.0,,1.0,5.0,7.0,080163900503,08016390050307304,080163900503073041,08016390050307304102,202512.0,True,True,False,True,False,False,False
2.0,80163.0,900503,073,05,1,01,1.0,53.0,1.0,10.0,10.0,6.0,2.0,,,,5.0,4.0,6.0,1.0,,,3.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,4100.0,7112.0,6.0,2.0,,2.0,,,,,,,,,,,,,20.0,2.0,1.0,1.0,3.0,2.0,1.0,40.0,,,,,,,,,,,,5.0,0.0,2.0,,0.0,,,,,,,,2.0,,2.0,,1.0,50.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,7.0,1,0823,71.49027452006311,3.0,0.0,50.0,1.0,1.0,4.0,1.0,,2.0,7.0,6.0,080163900503,08016390050307305,080163900503073051,08016390050307305101,202512.0,True,True,False,True,False,True,True
2.0,80163.0,900503,073,06,1,02,2.0,25.0,3.0,10.0,10.0,6.0,2.0,,,,2.0,9.0,5.0,,1.0,30810106.0,2.0,1.0,,1.0,1.0,,,,,,25.0,1.0,,4.0,,,6.0,,,,,,,,,,,8549.0,2359.0,2.0,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,25.0,,,,,,,,,,,,5.0,,,,,200.0,0.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,9.0,1,0823,71.49027452006311,5.0,200.0,150.0,0.0,0.0,4.0,1.0,,2.0,2.0,16.0,080163900503,08016390050307306,080163900503073061,08016390050307306102,202512.0,True,True,False,True,False,True,True
2.0,80163.0,900503,073,07,1,02,2.0,63.0,2.0,1.0,10.0,1.0,2.0,,,,2.0,9.0,4.0,,1.0,30110102.0,2.0,2.0,80750.0,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,8521.0,2341.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,37.0,1.0,2.0,,,,1.0,40.0,,,,,,,,,,,,1.0,,,,,470.0,200.0,1.0,58.0,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,0823,71.49027452006311,5.0,728.0,364.0,0.0,0.0,1.0,1.0,,1.0,2.0,16.0,080163900503,08016390050307307,080163900503073071,08016390050307307102,202512.0,True,True,False,True,False,False,False
2.0,80168.0,000201,076,01,1,02,1.0,58.0,2.0,3.0,10.0,5.0,2.0,,,,11.0,4.0,2.0,2.0,,,6.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,4922.0,8322.0,6.0,2.0,,2.0,,,,,,,,,,,,,1.0,3.0,1.0,1.0,3.0,1.0,1.0,40.0,,,,,,,,,,,,3.0,700.0,2.0,,200.0,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,5.0,1,0823,464.1107223648998,3.0,500.0,200.0,0.0,0.0,1.0,1.0,,1.0,8.0,8.0,080168000201,08016800020107601,080168000201076011,08016800020107601102,202512.0,True,True,False,True,False,False,False
2.0,80168.0,000201,076,01,1,04,1.0,22.0,4.0,10.0,10.0,5.0,2.0,,,,11.0,7.0,3.0,,,,6.0,1.0,,1.0,1.0,,,,,,40.0,,1.0,4.0,,,6.0,,,,,,,,,,,4721.0,7511.0,2.0,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,40.0,,,,,,,,,,,,5.0,,,,,300.0,0.0,2.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,7.0,1,0823,464.1107223648998,4.0,300.0,200.0,0.0,0.0,4.0,1.0,,4.0,7.0,7.0,080168000201,08016800020107601,080168000201076011,08016800020107601104,202512.0,True,True,False,True,False,True,False
