periodo,pea_rural_total,pea_rural_agricola,tasa_desempleo_rural_pct,subempleo_ingreso_agricola_pct,ingreso_medio_agricola_usd,informalidad_agricola_pct
Diciembre 2025,2968605,2106939,1.5,87.92,206.62,88.69
